strasse;hausnummer;anzahl bussgelder
POLLER KIRCHWEG;65;2
LUPUSSTR.;8;2
CUSANUSSTR.;12;2
HERDERSTR.;56;2
POLLER KIRCHWEG;8-10;2
MORKENER STR.;2-4A;2
AN DEN KAULEN;89;2
IM WEICHSERHOF;9;2
AN DEN KAULEN;60;2
AN DEN KAULEN;55;2
GEROLSTEINER STR.;22;2
BLUMENTHALSTR.;6;2
POLL-VINGSTER STR.;105;2
LUSTHEIDER STR.;20;2
MORSDORFER STR.;69;2
AN DEN KAULEN;45;2
KEMPENER STR.;186;2
GELLERTSTR.;9;2
AN DEN GELENKBOGENHALLEN;1A/1C;2
POLL-VINGSTER STR.;132;2
POLL-VINGSTER STR.;134;2
EHRENFELDGÜRTEL;91;2
HOSPELTSTR.;15-17;2
EHRENFELDGÜRTEL;8;2
SCHELLENWEG;8;2
BLUMENTHALSTR.;3;2
RUBENSSTR.;37-39;2
LUSTHEIDER STR.;32;2
POLL-VINGSTER STR.;197;2
MORSESTR.;11;2
POLL-VINGSTER STR.;201;2
LUSTHEIDER STR.;34;2
POLL-VINGSTER STR.;205;2
MORSESTR.;12;2
CURTIUSSTR.;5;2
HOHE STR.;89-91;2
BLUMENTHALSTR.;20;2
LUSTHEIDER STR.;36-38;2
GEROLSTEINER STR.;18;2
IM WEIDENBRUCH;124;2
GILGAUSTR.;18;2
PORZER STR.;33A;2
KRINGSWEG;32;2
LUSTHEIDER STR.;40-42;2
CRANACHSTR.;5-7;2
AN DEN DOMINIKANERN;2-8;2
CRANACHSTR.;50;2
CRANACHSTR.;5;2
LUSTHEIDER STR.;46-48;2
CRANACHSTR.;44;2
CRANACHSTR.;40;2
AM ZUCKERBERG;5-7;2
POSTPRIVATSTR.;;2
KAISER-WILHELM-RING;34;2
LUSTHEIDER STR.;50;2
MOSELSTR.;2;2
FRIEDRICHSTR.;57/59;2
EHRENFELDGÜRTEL;179;2
CRANACHSTR.;39;2
AM ZEHNTHOF;61;2
EHRENFELDGÜRTEL;178;2
LÜTTICHER STR.;12;2
SCHLACKSTR.;33;2
MOSELSTR.;34;2
LÜTTICHER STR.;13;2
CRANACHSTR.;32;2
AM WEIDENPESCH;;2
KEMPENER STR.;27-29;2
KAISER-WILHELM-RING;36;2
GELLERTSTR.;5;2
AM WEIDENBACH;43/45;2
POSTSTR.;39;2
POSTSTR.;39-45;2
KAISER-WILHELM-RING;40;2
KRONENBURGER STR.;21;2
IM WEIDENBRUCH;172;2
ADALBERTSTR.;4;2
HEISTERBACHSTR.;43;2
LÜTTICHER STR.;38;2
AM WEIDENBACH;33-35;2
AM WEIDENBACH;33;2
LÜTTICHER STR.;4;2
HERDERSTR.;62-64;2
AM WEIDENBACH;2-4;2
AM WEIDENBACH;24;2
BLÜCHERSTR.;9;2
MOSELSTR.;54-56;2
KRONENGASSE;11-19;2
POSTSTR.;7-9;2
COSIMASTR.;;2
AM WEIDENBACH;12-14;2
EUPENER STR.;150;2
IM WEIDENBRUCH;180;2
EHRENFELDGÜRTEL;171;2
ALBERTUSSTR.;9-11;2
CORRENSSTR.;6;2
BLÜCHERSTR.;10;2
AM WALZWERK;9;2
BLOCKSTR.;;2
HOFSTR.;51;2
AM WALZWERK;5;2
LÜTTICHER STR.;8;2
SCHLAGBAUMSWEG;162;2
KAISER-WILHELM-RING;90;2
BLOCKSTR.;11;2
IM WEIDENBRUCH;186/188;2
BLIESHEIMER STR.;;2
LÜTTICHER STR. PO;2;2
AM WALZWERK;15;2
POSTSTR. PO;46-44;2
AM WALZWERK;12;2
BLIESHEIMER STR.;9;2
KRONENGASSE;2;2
MOSELSTR.;78;2
LÜTTICHER STR. PO;22;2
KEMPENER STR.;36-38;2
LÜTTICHER STR. PO;24;2
IM WEIDENBRUCH;190;2
HOSPELTSTR.;43;2
POTSDAMER STR.;2/4;2
KRONENGASSE;23-21;2
EHRENFELDGÜRTEL;155;2
POTSDAMER STR.;6-8;2
KRONENGASSE;23/25;2
AACHENER GLACISS;68;2
KALKARER STR.;10;2
GEROLSTEINER STR.;123;2
HERDERSTR.;65;2
LÜTTRINGHAUSER STR.;38;2
PRÄLAT-OTTO-MÜLLER-PLATZ;12;2
SALIERRING;39-41;2
LÜTTRINGHAUSER STR.;41;2
AACHENER STR.;423A;2
MOSENBERGSTR.;20;2
CORNELIUSSTR. HE;22;2
MOSENBERGSTR.;26;2
AM VORGEBIRGSTOR;31-33;2
MOSENBERGSTR.;43-45;2
SCHLAGBAUMSWEG;172;2
HOFSTR.;66;2
BLERIOTSTR.;18;2
MOSENBERGSTR.;63;2
MOSENBERGSTR.;71;2
KEMPENER STR.;42-44;2
FÜRST-PÜCKLER-STR.;58 A;2
AM VORGEBIRGSTOR;19A;2
LÜTZERATHSTR.;11;2
SCHOPENHAUERSTR.;;2
EHRENFELDGÜRTEL;110;2
IM WEIDENBRUCH;;2
HOFSTR.;74;2
MOSES-HESS-STR.;21;2
PRÄSES-RICHTER-PLATZ;1;2
AM URBACHER WALL;8A;2
EUMENIUSSTR.;15-17/19;2
SEBASTIANSTR.;25;2
EUMENIUSSTR.;11/13;2
LÜTZERATHSTR.;91;2
PRIGNITZSTR.;2-4;2
EULERSTR.;6;2
EHRENBERGSTR.;2;2
EHRENBERGSTR.;14;2
AM URBACHER WALL;56;2
SCHÖSSLERSTR.;11;2
BLEICHSTR.;15;2
EULERSTR.;5;2
LÜTZLONGERICHER STR.;;2
PROBSTEIGASSE;1-3;2
PROBSTEIGASSE;2;2
MOSES-HESS-STR.;41-43;2
PROBSTEIGASSE;26;2
SAALESTR.;1-3;2
PROBSTEIGASSE;29-31;2
HOHE STR. PO;82;2
IM WEINGARTSKAMP;16;2
SAUERLANDSTR.;2;2
KRONSTÄDTER STR.;105;2
AACHENER STR.;1285;2
MOSES-HESS-STR.;55;2
BLAUBACH;9-11;2
SCHÖSSLERSTR.;3;2
KRONSTÄDTER STR.;12;2
PROBSTEIGASSE;9-11;2
EULENBERGSTR.;9-11;2
BLAUBACH;4-8;2
MOSES-HESS-STR.;65;2
EULENBERGSTR.;8-10;2
PÜTZLACHSTR.;;2
BLAUBACH;30-30A;2
PYRMONTER STR.;14;2
EULENBERGSTR.;6;2
KALKER HAUPTSTR.;100-104;2
HOSPELTSTR.;69;2
LÜTZOWSTR.;20-22;2
RUBENSSTR.;38-40;2
FÜRST-PÜCKLER-STR.;57 C;2
MOSES-HESS-STR.;73;2
KRONSTÄDTER STR.;15-19;2
MOSES-HESS-STR.;75;2
MOSES-HESS-STR.;76;2
SCHLEGELSTR.;18;2
SALIERRING;40-42;2
IM WEINGARTSKAMP;38;2
CORKSTR.;6-6B;2
MOSES-HESS-STR.;81;2
AM SÜDPARK;;2
EGMONTSTR.;5;2
SCHÖSSLERSTR.;4B;2
BLAUBACH;22-24;2
QUENTELSTR.;15/17;2
BLAUBACH;2;2
MOTTENKAUL;5;2
AMSTERDAMER STR. PO;43;2
GEROLSTEINER STR.;119;2
SAALESTR.;14;2
AMSTERDAMER STR.;93;2
CORKSTR.;19-21;2
BLAUBACH;18-22;2
BLAUBACH;11A-13;2
BLAUBACH;11 A;2
AMSTERDAMER STR.;81;2
MOZARTSTR.;11A;2
SCHENKENDORFSTR.;12;2
GEROLSTEINER STR.;117-119;2
AACHENER STR.;1363;2
MOZARTSTR.;18-20;2
BLAUBACH;1;2
HOSTERSTR.;6-8;2
KALKER HAUPTSTR.;103-105;2
KALKER HAUPTSTR.;104;2
KALKER HAUPTSTR.;105;2
KRONSTÄDTER STR.;85;2
AMSTERDAMER STR.;77;2
EGILMARSTR.;;2
CORKSTR.;1;2
FRANKFURTER STR.;75/77;2
BLANKENHEIMER STR.;54;2
FRIEDRICHSTR.;42-46;2
EULENBERGSTR.;22;2
EDUARD-HEIS-STR.;3;2
SALIERRING;41-43;2
RADERBERGER STR.;112;2
RADERBERGER STR.;113;2
FÜRST-PÜCKLER-STR.;48;2
EDUARD-HEIS-STR.;2;2
RADERBERGER STR.;117A;2
CONSTANTINSTR.;90-92/94;2
CONSTANTINSTR.;87;2
AMSTERDAMER STR.;64;2
AMSTERDAMER STR.;61;2
LUXEMBURGER STR.;11-13;2
EDUARD-HEIS-STR.;16-18;2
AMSTERDAMER STR.;60;2
KALKER HAUPTSTR.;11;2
CONSTANTINSTR.;84/86;2
RADERBERGER STR.;149;2
HOUDAINER STR.;19;2
KEMPENER STR.;67-69;2
GELLERTSTR.;46-48;2
RADERBERGER STR.;160-160A;2
FRIEDRICHSTR.;40;2
BLANKENHEIMER STR.;28;2
HOUDAINER STR.;45;2
EULENBERGSTR.;16;2
HEINRICH-SPOERL-STR.;;2
HÖHENBERGER KIRCHWEG;;2
IM WIESCHEN;1-5;2
RADERBERGER STR.;180;2
MOZARTSTR. PO;5;2
BLANKENHEIMER STR.;2;2
COHNENHOFSTR.;92-98;2
LUXEMBURGER STR.;152;2
MUDERSBACHER STR.;;2
FRANKFURTER STR.;72-74;2
HOUDAINER STR.;70 A;2
LUXEMBURGER STR.;17;2
AACHENER STR.;407;2
GEROLSTEINER STR.;115;2
BLANKENHEIMER STR.;1-3;2
KRÜCKELSTR.;7;2
COHNENHOFSTR.;76;2
ADOLPHSTR.;18-20;2
RADERBERGER STR.;207;2
RADERBERGER STR.;209;2
MÜHLENBACH;18-24;2
RADERBERGER STR.;22;2
FRANKFURTER STR.;716;2
RADERBERGGÜRTEL;1;2
AMSTERDAMER STR.;52-56;2
AKAZIENWEG PO;64;2
KRUMBACHER STR.;18;2
RADERBERGGÜRTEL;3-5;2
FRANKFURTER STR.;70-72;2
MÜHLENBACH;20+24;2
EDITH-STEIN-STR.;27;2
KALKER HAUPTSTR.;126-128;2
KEMPENER STR.;76;2
LUXEMBURGER STR.;184;2
RADERTHALER STR.;10;2
EDITH-STEIN-STR.;2-4;2
ETTORE-BUGATTI-STR.;;2
KEMPENER STR.;77-79;2
COHNENHOFSTR.;101;2
MÜHLENBACH;4-10;2
RADERTHALER STR.;41;2
KRUMMER BÜCHEL;2;2
ETTORE-BUGATTI-STR.;6-14;2
AKAZIENWEG;23;2
AMSTERDAMER STR.;38;2
CLOSTERMANNSTR.;6;2
RADIUMSTR.;22;2
RADIUMSTR.;24;2
MÜHLENBACH;49-51A;2
BITBURGER STR.;7;2
MÜHLENBACH;51A-53;2
BITBURGER STR.;6;2
BISTRITZER STR.;96;2
KRUMMER BÜCHEL;6-10;2
KEMPENER STR.;82;2
HOUDAINER STR.;;2
EDENKOBENER STR.;9;2
LUXEMBURGER STR.;194;2
GEREONSWALL;114;2
AMSTERDAMER STR.;281;2
KRÜTHSTR.;11;2
SCHENKENDORFSTR.;3A;2
CLOSTERMANNSTR.;12;2
FRANKFURTER STR.;670;2
CLEVISCHER RING;87-91;2
KRÜTHSTR.;13;2
RANKESTR.;4-6;2
RANKESTR.;6;2
RANKESTR.;9;2
AMSTERDAMER STR.;257;2
BISMARCKSTR.;62;2
RASCHDORFFSTR.;11;2
MÜHLENGASSE;3+5;2
GLEUELER STR.;90-92;2
BISMARCKSTR.;52-54;2
MÜHLENGASSE SÜ;1;2
RASCHDORFFSTR.;22;2
KALKER HAUPTSTR.;129;2
KRÜTHSTR.;21;2
HÖHENBERGER STR.;18;2
RASCHDORFFSTR.;26;2
FRANKFURTER STR.;62A;2
RASCHDORFFSTR.;30;2
MÜHLENSTR.;1;2
MÜHLENSTR.;10;2
BISMARCKSTR.;45-47;2
RATHAUSPLATZ;1;2
CLEVISCHER RING;80;2
RATHAUSPLATZ;24;2
RATHAUSPLATZ;3;2
HÖHRER WEG;2-4;2
ETTLINGER STR.;6;2
BISMARCKSTR.;40-42;2
AMSTERDAMER STR.;225-227;2
RATHAUSSTR.;1;2
KRÜTHSTR.;32;2
AMSTERDAMER STR.;224;2
RATHAUSSTR.;11;2
HOVENSTR.;4;2
BISMARCKSTR.;39A-41;2
HOVENSTR.;9;2
RATHAUSSTR.;1-3;2
AMSTERDAMER STR.;222;2
FÜRST-PÜCKLER-STR.;32;2
BISMARCKSTR.;33;2
RATHAUSSTR.;17D-17E;2
RATHAUSSTR.;17D-E;2
KRÜTHSTR.;44;2
KRÜTHSTR.;46;2
BISMARCKSTR.;31;2
HÖHRER WEG;6;2
KRÜTHSTR.;5;2
FRANKFURTER STR.;6;2
AMSTERDAMER STR.;206;2
HUBERTUSSTR.;1;2
EDENKOBENER STR.;7;2
ESSERSTR.;79;2
MÜHLENSTR.;32;2
HUBERTUSSTR.;10-12;2
ADALBERT-STIFTER-STR.;5;2
SCHULE;;2
BISMARCKSTR.;28-30;2
KEMPERBACHSTR.;23;2
AMSTERDAMER STR.;197;2
CLEVISCHER RING;178B;2
KUCKUCKSWEG;;2
AMSTERDAMER STR.;187;2
FRANKFURTER STR.;56;2
CLEVISCHER RING;172A;2
MÜHLENSTR.;47;2
SAALESTR.;26;2
AMSTERDAMER STR.;135;2
FRANKFURTER STR.;55-57;2
AMSTERDAMER STR.;130;2
CLEVISCHER RING;152;2
SAUERLANDSTR.;9;2
MÜHLENSTR.;8;2
MÜHLENSTR.;9;2
HÖHENBERGER STR.;19;2
CLEVISCHER RING;117;2
MÜHLENWEG;;2
HUBERTUSSTR.;43;2
SACHSENRING;3-5;2
GEREONSWALL;110;2
AMSTERDAMER STR.;104;2
AM STEINNEUERHOF;3;2
AM STEINBERGS WEIHER;17;2
EDENKOBENER STR.;1-3;2
AM STAMMHEIMER SCHLOSSPARK;PARK;2
AM STAMMHEIMER SCHLOSSPARK;20;2
RATHENAUPLATZ;29-30;2
MÜLHAUSER STR.;1;2
CLEVISCHER RING;111;2
AM SPRINGBORN;36;2
KEMPFELDER STR.;47;2
EDENKOBENER STR.;1;2
RATHENAUPLATZ;33-34;2
KENDENICHER STR.;12;2
RATHENAUPLATZ;34-35;2
MÜLHAUSER STR.;27;2
RATHENAUPLATZ;4;2
ADOLPHSTR.;18;2
CLEVISCHER RING;109/111;2
BIRRESBORNER STR.;5;2
LUXEMBURGER STR.;247-245;2
AM SONNENHUT;46;2
LUXEMBURGER STR.;247-249;2
AM SONNENHUT;44;2
RATHENAUPLATZ;9-10;2
GELLERTSTR.;43;2
HOLBEINSTR.;10-12;2
MÜLHEIMER FREIHEIT;108;2
GELLERTSTR.;38-40;2
KALKER HAUPTSTR.;148-150;2
MÜLHEIMER FREIHEIT;113;2
MÜLHEIMER FREIHEIT;117;2
BIRRESBORNER STR.;40;2
RATHER SCHULSTR.;68;2
CLEVER STR.;5;2
AM SONNENHUT;275;2
RATHER SCHULSTR.;74;2
RATHER SCHULSTR.;82;2
SCHULSTR.;2;2
EDDAWEG;10-12;2
RATHER SCHULSTR.;88;2
AM SONNENHUT;267;2
HUFELANDSTR.;123;2
KUENSTR.;2;2
CLEVER STR.;2;2
ECKERTSTR.;8-10;2
KUENSTR.;23-25;2
KUENSTR.;2-4;2
ECKERTSTR.;7;2
MÜLHEIMER FREIHEIT;144;2
KUENSTR.;26;2
IN DER ADELENHÜTTE;6;2
CLEMENSSTR.;37;2
ECKERTSTR.;16-18;2
KUENSTR.;28;2
RAUMERSTR.;12;2
RAUMERSTR.;2;2
KUENSTR.;29;2
GEREONSWALL;108;2
HOLBEINSTR.;18;2
MÜLHEIMER FREIHEIT;45;2
CLEMENSSTR.;33-35;2
HELENENWALLSTR.;5A;2
SCHULSTR.;29-31;2
RAUTENSTRAUCHSTR.;70;2
KENDENICHER STR.;4-6;2
MÜLHEIMER FREIHEIT;70-72;2
MÜLHEIMER FREIHEIT;78;2
HÖHENBERGER STR.;23;2
AMSELSTR. JU;13;2
KUENSTR.;36;2
KUENSTR.;37;2
AACHENER STR.;398;2
MÜLHEIMER RING;34;2
HUFELANDSTR.;153;2
BIRRESBORNER STR.;2;2
GEROLSTEINER STR.;108;2
RAUTENSTRAUCHSTR.;78A;2
KENDENICHER STR.;62-66;2
ECHTERNACHER STR.;11;2
RAUTENSTRAUCHSTR.;78 B-C;2
IN DER KREUZAU;3;2
CLEMENS-HASTRICH-STR.;27;2
KALKER HAUPTSTR.;152-156;2
KUENSTR.;48;2
KUENSTR.;5;2
FRANKFURTER STR.;44;2
CLEMENSGASSE;29;2
RAUTENSTRAUCHSTR.;82;2
MÜLLERGASSE;13;2
KENDENICHER STR.;8;2
MÜLLERGASSE;19/21 A;2
KALKER HAUPTSTR.;154;2
HUFELANDSTR.;88-92;2
KUENSTR.;60;2
BIRKENWEG PE;1;2
EBURONENSTR.;8;2
BIRKENWEG HK;3;2
RAVENSBURGER STR.;102;2
RAVENSBURGER STR.;102-104;2
RAVENSBURGER STR.;102-112;2
RAVENSBURGER STR.;104;2
MÜNCHENER STR.;10-12;2
KUENSTR.;7;2
ESSERSTR.;1;2
BIRKENWEG;;2
KENDENICHER STR.;83-85;2
SCHEUERMÜHLENSTR.;63;2
KUENSTR.;80;2
FRANKFURTER STR.;42;2
AM SCHMIDTGRUND;7;2
REDWITZSTR.;11;2
LUXEMBURGER STR.;284A;2
SCHULSTR.;32;2
KUENSTR.;82;2
LUXEMBURGER STR.;285-285A;2
FRIEDRICH-SCHMIDT-STR.;70A;2
MÜNCHENER STR.;25-27;2
LUXEMBURGER STR.;285B;2
HERDERSTR.;71;2
REDWITZSTR.;3;2
HIBISKUSWEG;42;2
CLAUDIUS-DORNIER-STR.;26;2
HÖHENBERGER STR.;29;2
FRANKFURTER STR.;33;2
MÜNCHENER STR.;33;2
REDWITZSTR.;53;2
REDWITZSTR.;57;2
EBURONENSTR.;13;2
AM SCHMIDTGRUND;108;2
REDWITZSTR.;59;2
LUXEMBURGER STR.;292;2
BIRKENALLEE JU;;2
HUGO-DISTLER-WEG;53;2
REDWITZSTR.;63;2
HUGO-DISTLER-WEG;;2
BINDINGSTR.;;2
REDWITZSTR.;68;2
HUGO-JUNKERS-STR.;10;2
REDWITZSTR.;7;2
REDWITZSTR.;70;2
REDWITZSTR.;72;2
KALKER HAUPTSTR.;162;2
REDWITZSTR.;74;2
BIGGESTR.;3;2
REDWITZSTR.;76;2
REDWITZSTR.;78;2
BIGGESTR.;19;2
BIGGESTR.;11;2
FRANKFURTER STR.;30-32;2
SCHULSTR.;36;2
KULMBACHER STR.;10;2
BIESTERFELDSTR.;3;2
BIESFELDER STR.;6;2
MÜNDELSTR.;ALTENHEIM;2
ESENBECKSTR.;3-5;2
KULMBACHER STR.;2-4;2
CLAUDIASTR.;5;2
AM SCHEIDWEG;72;2
KULMBACHER STR.;4;2
EBERTPLATZ;2;2
ESENBECKSTR.;3;2
FRANKFURTER STR.;300;2
IN DER LOHN;51;2
HELENENWALLSTR.;6;2
AM SCHEIDWEG;60-62;2
CLASSEN-KAPPELMANN-STR.;57;2
GLASSTR. PO;36;2
KALKER HAUPTSTR.;168;2
BIEGERSTR.;20;2
AACHENER STR.;39;2
LUXEMBURGER STR.;320;2
AACHENER STR.;38;2
KUNIBERTSGASSE;1-3;2
AKAZIENWEG;19-21;2
LUXEMBURGER STR.;323;2
AACHENER STR.;376;2
KEPLERSTR.;16;2
REGENTENSTR.;34-36;2
BIBERSTR.;20;2
AM SALZMAGAZIN;62-60;2
CLASSEN-KAPPELMANN-STR.;32;2
ESENBECKSTR.;1;2
HOLBEINSTR.;25-27;2
FRANKFURTER STR.;298A;2
GLASSTR. PO;31;2
AM ROSENMAAR;1;2
SCHIEFERSBURGER WEG;103;2
HOLBEINSTR.;28;2
FRIEDRICH-SCHMIDT-STR.;64;2
BEVINGSWEG;18;2
SALIERRING;6-10;2
HUGO-JUNKERS-STR.;21;2
LUXEMBURGER STR.;333-335;2
AM ROSENHOF;6-5;2
KALKER HAUPTSTR.;179-181;2
MÜNSTEREIFELER STR.;26;2
MÜNSTEREIFELER STR.;28;2
REGENTENSTR.;70;2
SCHLEHDORNWEG;8;2
BEUELSWEG;26;2
LUXEMBURGER STR.;339;2
LUXEMBURGER STR.;34;2
KUNIBERTSKLOSTER;10;2
SALIERRING;8;2
REGENTENSTR.;90-92;2
KEPLERSTR.;25A-25B;2
ACKERSTR.;ALDI;2
KUNIBERTSKLOSTER;16-18;2
CLARENBACHSTR.;247;2
INDIANAPOLIS-STR.;120;2
HOLBEINSTR.;29;2
SCHAAFENSTR.;12;2
BERTRAMSTR.;82;2
REHORSTSTR.;23;2
REHORSTSTR.;3;2
REHORSTSTR.;7;2
AKAZIENWEG;185;2
EBERNBURGWEG;41;2
HUGO-JUNKERS-STR.;39;2
REICHENBACHSTR.;4;2
SCHULSTR.;57;2
INDIANAPOLIS-STR.;156;2
LUXEMBURGER STR.;375;2
CLARENBACHSTR.;235;2
KUNIBERTSKLOSTERGASSE;20;2
REIHERSTR.;19;2
HELMHOLTZSTR.;68;2
MÜNSTEREIFELER STR.;81;2
ESCH-SUR-ALZETTE-STR.;7;2
REIHERSTR.;23/25;2
BERTRAMSTR.;69-71;2
CLARENBACHSTR.;208;2
REIHERSTR.;29;2
MÜNSTEREIFELER STR.;9;2
BERTRAMSTR.;61;2
MÜNSTERER STR.;12;2
KEPLERSTR.;31-33;2
KUNSTFELDER STR.;;2
LUXEMBURGER STR.;41-43;2
INDIANAPOLIS-STR.;21;2
MÜNSTERER STR.;25-29;2
GEROLSTEINER STR.;107;2
REINHOLDSTR.;19;2
REINHOLDSTR.;2;2
AM RÖMERTURM;7-9;2
BERTRAMSTR.;50;2
SCHULSTR.;59;2
REINHOLDSTR.;7;2
AM RÖMERTURM;23-25;2
AM RÖMERTURM;17/19;2
EBERNBURGWEG;15;2
REINICKSTR.;2-4;2
REINICKSTR.;;2
MÜNSTERER STR.;2A/4;2
AM RÖMERTURM;13;2
EBERNBURGWEG;13;2
SCHULSTR.;6;2
GEREONSTR.;5-13;2
LUXEMBURGER STR.;467;2
CLARENBACHSTR.;200;2
AM RÖMERTURM;11;2
AM RÖMERHOF;8;2
REINOLDSTR.;19-21;2
AM RÖMERHOF;6;2
EBERESCHENWEG;1;2
ESCH-SUR-ALZETTE-STR.;5;2
DÜSTEMICHSTR.;10;2
KEPLERSTR.;34;2
KALKER HAUPTSTR.;183-185;2
BERTRAMSTR.;22;2
DÜSSELDORFER STR. PO;33;2
BERTRAMSTR.;12-22;2
BERTOLDISTR.;19-21;2
FRANKFURTER STR.;278;2
HUGO-JUNKERS-STR.;7;2
REINOLDSTR.;9-11;2
BERTOLDISTR.;1;2
BERTHA-SANDER-STR.;9-15;2
DÜSSELDORFER STR. PO;27;2
AM RINKENPFUHL;7;2
MYLIUSSTR.;1-3;2
LUXEMBURGER STR.;53-55;2
AM RINKENPFUHL;51;2
AM RINKENPFUHL;49-51;2
CLARENBACHSTR.;176;2
FRANKFURTER STR.;25-27;2
AM RINKENPFUHL;49;2
CLARENBACHSTR.;168;2
HUGO-JUNKERS-STR.;74;2
BERTHA-SANDER-STR.;33;2
REISCHPLATZ;2B;2
CLARENBACHSTR.;154;2
REISCHPLATZ;2C-2D;2
HUGO-JUNKERS-STR.;88;2
KEPLERSTR.;37-39;2
AM RINKENPFUHL;33-39;2
HOLBEINSTR.;30-32;2
CLARENBACHSTR.;12;2
AM RINKENPFUHL;3;2
AM RINKENPFUHL;27/29;2
REISCHPLATZ;7-9;2
AM RINKENPFUHL;27-29;2
BERTHA-SANDER-STR.;14-16;2
SCHIEFERSBURGER WEG;14;2
AM RINKENPFUHL;20-22;2
KUPFERGASSE;6/8;2
AM RINKENPFUHL;15/17;2
LUXEMBURGER STR.;66;2
REITWEG;1-3;2
AM RHEINBRAUHAUS;6;2
FRIEDRICH-SCHMIDT-STR.;62A;2
MYLIUSSTR.;31;2
KUPFERGASSE;8;2
AM RHEINBRAUHAUS;1A;2
LUXEMBURGER STR.;70-72;2
SCHIEFERSBURGER WEG;19;2
AACHENER STR.;1360;2
FRANKFURTER STR.;200;2
CLARENBACHSTR.;10;2
LUXEMBURGER STR.;76;2
FRANKFURTER STR.;2;2
KEPLERSTR.;40;2
ESCHKAMPSGRUND;1;2
KUPFERGASSE PO;12;2
NACHTIGALLENSTR.;18;2
HOLBEINSTR.;31;2
GLEUELER STR.;182;2
SCHIEFERSBURGER WEG;28;2
NACHTIGALLENSTR.;51;2
HOLBEINSTR.;33;2
REMIGIUSSTR.;26;2
REMIGIUSSTR.;28;2
FRIEDRICH-SCHMIDT-STR.;60;2
KUPFERGASSE PO;37;2
AKAZIENWEG;18;2
REMIGIUSSTR.;31;2
AKAZIENWEG PO;60-62;2
INDUSTRIESTR.;18;2
KEPLERSTR.;46;2
HOLBEINSTR.;35;2
HUGO-PREUSS-STR.;16;2
NAGELSCHMIEDGASSE;5A;2
AM PISTORHOF;16;2
KEPLERSTR.;47-49;2
ESCHER STR.;60;2
LUXEMBURGER WALL;10-12;2
BERTHA-BENZ-KARREE;13;2
AM PETERSHOF;1;2
KURFÜRSTENSTR.;14-16;2
CIRCUS-RONCALLI-WEG;;2
FRIEDRICH-SCHMIDT-STR.;59;2
HEINRICH-BILLSTEIN-STR.;1-3;2
NASSAUSTR.;13;2
KURFÜRSTENSTR.;17;2
FRIEDRICH-SCHMIDT-STR.;58B;2
AMPERESTR.;28;2
DÜSSELDORFER STR.;61;2
REMIGIUSSTR.;47-49;2
AMPERESTR.;24;2
LUXEMBURGER WALL;8-10;2
DÜSSELDORFER STR.;6;2
FRIEDRICH-SCHMIDT-STR.;58;2
GELLERTSTR.;29;2
NASSAUSTR.;86;2
CHRISTROSENWEG;4-6;2
REMIGIUSSTR. SÜ;18-20;2
INGEBORGSTR.;;2
KURFÜRSTENSTR.;2-2A;2
SCHAAFENSTR.;27/31;2
GELLERTSTR.;25;2
HILDEBERTSTR.;33;2
NASSESTR.;;2
REMSCHEIDER STR.;103-105;2
AMPERESTR.;13;2
NATHAN-KAHN-STR.;14;2
AM PANTALEONSBERG;2-14;2
REMSCHEIDER STR.;108;2
KEPLERSTR.;5-7;2
NATHAN-KAHN-STR.;17;2
AM PANTALEONSBERG;16;2
REMSCHEIDER STR.;111-113;2
NATHAN-KAHN-STR.;18;2
GELLERTSTR.;13;2
HELENE-WESSEL-STR.;1-3;2
GERNSHEIMER STR.;8;2
INNERE KANALSTR.;11;2
NAUHEIMER STR.;26;2
KURFÜRSTENSTR.;3;2
REMSCHEIDER STR.;12-14;2
KEPLERSTR.;9;2
REMSCHEIDER STR.;131;2
HOLBEINSTR.;49-51;2
FRIEDRICH-SCHMIDT-STR.;56C;2
BERRISCHSTR.;6;2
DÜSSELDORFER STR.;332;2
REMSCHEIDER STR.;18;2
ESCHER STR.;42;2
REMSCHEIDER STR.;20;2
KERMETERSTR.;1;2
MAARWEG;141;2
MAARWEG;143;2
CHRISTOPHSTR.;35-37;2
KURT-ALDER-STR.;;2
BERRENRATHER STR.;67;2
MAARWEG;145B;2
GERNSHEIMER STR.;4;2
FÜRSTENBERGSTR.;35;2
SALMSTR.;12;2
KURT-SCHUMACHER-STR.;12;2
KERMETERSTR.;22;2
REMSCHEIDER STR.;47;2
ALEMANNENSTR.;6-8;2
REMSCHEIDER STR.;57;2
ACKERSTR.;44;2
MAARWEG;221;2
ACKERSTR.;42;2
HERIBERTUSSTR.;1;2
MAARWEG;223;2
KURT-WEILL-WEG;29;2
NEISSESTR.;16;2
INNERE KANALSTR.;216-218;2
NEISSESTR.;412;2
GELDORPSTR.;2;2
KURZE STR.;1-3;2
NEISSESTR.;6-8;2
REMSCHEIDER STR.;86;2
NEISSESTR.;8;2
REMSCHEIDER STR.;9;2
KURZE STR.;16;2
AM MALZBÜCHEL;6-8;2
DÜSSELDORFER STR.;28;2
SCHULSTR. ME;;2
NELKENSTR.;11-13;2
HOLBEINSTR.;53-55;2
KALKER HAUPTSTR.;216;2
RENDSBURGER PLATZ;20;2
CHRISTOPHSTR.;20-22;2
KERPENER STR.;101-103;2
NELKENSTR.;16-18;2
MAARWEG;28-30;2
NELKENSTR.;19;2
