strasse;hausnummer;anzahl bussgelder
HÖNINGER WEG;96;1
HÖNINGER WEG;W190;1
FUSSFALLSTR.;84;1
FUSSFALLSTR.;44;1
HONSCHAFTSSTR.;2;1
HONSCHAFTSSTR.;218B;1
HONSCHAFTSSTR.;222;1
HONSCHAFTSSTR.;293;1
HONSCHAFTSSTR.;296;1
HONSCHAFTSSTR.;299;1
HONSCHAFTSSTR.;300;1
RUPERTUSSTR.;17-19/21;1
HONSCHAFTSSTR.;315;1
HONSCHAFTSSTR.;325;1
HONSCHAFTSSTR.;401;1
HONSCHAFTSSTR.;KIRCHE;1
FUSSFALLSTR.;2;1
HOPFENSTR.;27;1
HOPFENSTR.;33;1
HOPFENSTR.;34;1
RUPERTUSSTR.;24;1
SCHWARZERLENWEG;;1
FUSSFALLSTR.;14;1
HOPFENSTR.;43-41;1
FURTHER STR.;69-71;1
ALBERTUSSTR.;10;1
ALBERT-KINDLE-STR.;20A/B;1
FÜRST-PÜCKLER-STR.;84;1
HOPPERSHEIDER WEG;32;1
AACHENER STR.;1019A;1
FÜRST-PÜCKLER-STR.;68-70;1
FÜRST-PÜCKLER-STR.;61-63;1
HORSTSTR.;4;1
HORSTSTR.;5;1
HORSTSTR.;6A;1
HORSTSTR.;8;1
HOSPELTSTR.;1;1
HOSPELTSTR.;13;1
HOSPELTSTR.;15-13;1
HOSPELTSTR.;21;1
HOSPELTSTR.;24-26;1
HOSPELTSTR.;27;1
HOSPELTSTR.;29-35;1
HOSPELTSTR.;32A;1
HOSPELTSTR.;34;1
HOSPELTSTR.;35B;1
HOSPELTSTR.;39A;1
HOSPELTSTR.;4-2;1
HOSPELTSTR.;44;1
HOSPELTSTR.;46;1
HOSPELTSTR.;51;1
RUPPINER STR.;11;1
HOSPELTSTR.;65B;1
HOSPELTSTR.;76;1
HOSTERSTR.;4;1
FÜRST-PÜCKLER-STR.;52;1
HOUDAINER STR.;20;1
HOUDAINER STR.;45A;1
HOUDAINER STR.;70A;1
HOUDAINER STR.;70B;1
HOVENSTR.;1-3;1
FÜRST-PÜCKLER-STR.;42-44;1
HOVENSTR.;35-37;1
FÜRST-PÜCKLER-STR.;41;1
FÜRST-PÜCKLER-STR.;3;1
HUBERTUSSTR.;4;1
HUBERTUSSTR.;8;1
FÜRST-PÜCKLER-STR.;22-24;1
FÜRST-PÜCKLER-STR.;14-16;1
RUPPINER STR.;13;1
HUFELANDSTR.;131;1
RUPPINER STR.;17;1
ALBERMANNSTR.;MANTEUFELSTR;1
RUPPINER STR.;2;1
RUPPINER STR.;21-23;1
HUFELANDSTR.;94-98;1
HUFELANDSTR.;;1
FÜRST-PÜCKLER-STR.;12-14;1
HUGO-JUNKERS-STR.;12B;1
HUGO-JUNKERS-STR.;12C;1
HUGO-JUNKERS-STR.;1-3;1
FÜRST-PÜCKLER-STR.;1;1
FÜRSTENSTR.;39;1
HUGO-JUNKERS-STR.;22;1
HUGO-JUNKERS-STR.;4;1
FÜRSTENSTR.;38;1
HUGO-JUNKERS-STR.;62;1
HUGO-JUNKERS-STR.;9;1
FÜRSTENSTR.;37;1
HUGO-PREUSS-STR.;1;1
HUGO-PREUSS-STR.;13;1
FÜRSTENSTR.;29;1
FÜRSTENSTR.;25;1
HUGO-PREUSS-STR.;1A;1
HUGO-PREUSS-STR.;1A-1B;1
HUGO-PREUSS-STR.;1B;1
HUGO-PREUSS-STR.;903;1
FÜRSTENBERGSTR.;36;1
HUHNSGASSE;10-12;1
HUHNSGASSE;11;1
HUHNSGASSE;1214;1
FÜRSTENBERGSTR.;33;1
RUPPINER STR.;25;1
HUHNSGASSE;12+14;1
FÜRSTENBERGSTR.;21;1
HUHNSGASSE;12-17;1
FULDAER STR.;97/99;1
HUHNSGASSE;14/14;1
HUHNSGASSE;15-17;1
FULDAER STR.;97;1
RUPPINER STR.;4;1
HUHNSGASSE;17-13;1
FULDAER STR.;89;1
RUPPINER STR.;7;1
HUHNSGASSE;21;1
RUPPINER STR.;79;1
HUHNSGASSE;2-4;1
FULDAER STR.;84;1
HUHNSGASSE;30;1
ALBERMANNSTR.;54;1
HUHNSGASSE;33-35;1
HUHNSGASSE;33-37;1
HUHNSGASSE;34-38;1
HUHNSGASSE;36-44;1
HUHNSGASSE;4;1
HUHNSGASSE;40;1
HUHNSGASSE;40-44;1
FULDAER STR.;82;1
HUHNSGASSE;43;1
RUPPRECHTSTR.;1;1
HUHNSGASSE;88;1
HUHNSGASSE;90;1
HÜLCHRATHER STR.;10;1
RUPPRECHTSTR.;11;1
FULDAER STR.;70;1
FULDAER STR.;69;1
FULDAER STR.;68;1
HÜLCHRATHER STR.;1-3;1
HÜLCHRATHER STR.;15;1
HÜLCHRATHER STR.;15-17;1
FULDAER STR.;62;1
HÜLCHRATHER STR.;2;1
HÜLCHRATHER STR.;21;1
HÜLCHRATHER STR.;27;1
HÜLCHRATHER STR.;3;1
FULDAER STR.;61;1
FULDAER STR.;60;1
FULDAER STR.;59-61;1
FULDAER STR.;4;1
FULDAER STR.;17;1
FULDAER STR.;13;1
FULDAER STR.;110;1
HÜLTZPLATZ;23;1
HÜLTZPLATZ;3;1
HÜLTZPLATZ;35-37;1
HÜLTZPLATZ;37;1
FÜHLINGER WEG;SCHULE;1
HÜLTZPLATZ;7;1
FÜHLINGER WEG;11;1
HÜLTZSTR.;10-12;1
FÜHLINGER SEE;;1
FÜHLINGER KIRCHWEG;119;1
FUGGERSTR.;;1
HÜLTZSTR.;14;1
HÜLTZSTR.;14-16;1
HÜLTZSTR.;15;1
FUGGERSTR.;7;1
HÜLTZSTR.;17-19;1
HÜLTZSTR.;19-21;1
FUGGERSTR.;40;1
FUGGERSTR.;39;1
FUGGERSTR.;34A;1
FUGGERSTR.;3;1
HÜLTZSTR.;24-26;1
HÜLTZSTR.;25;1
FUGGERSTR.;27;1
HÜLTZSTR.;26-28;1
SCHWEDENWEG;6;1
RUPPRECHTSTR.;12-14;1
FUGGERSTR.;26-28;1
FUGGERSTR.;25;1
HÜLTZSTR.;3;1
HÜLTZSTR.;30;1
FUCHSSTR.;6;1
FUCHSSTR.;5;1
FUCHSSTR.;4;1
FUCHSSTR.;3-5;1
FUCHSSTR.;22;1
FUCHSSTR.;16;1
SCHWEINHEIMER STR.;12;1
FUCHSSTR.;1-3;1
HÜLTZSTR.;7-9;1
FROHNHOFWEG;;1
FROHNHOFSTR.;97;1
HUMBOLDTSTR.;100;1
FROHNHOFSTR.;89-87;1
HUMBOLDTSTR.;11-13;1
HUMBOLDTSTR.;12;1
FROHNHOFSTR.;87;1
HUMBOLDTSTR.;14;1
FROHNHOFSTR.;85-87;1
HUMBOLDTSTR.;1A;1
HUMBOLDTSTR.;2;1
FROHNHOFSTR.;66;1
RUPPRECHTSTR.;4-6;1
HUMBOLDTSTR.;24-26;1
FROHNHOFSTR.;32;1
FROHNHOFSTR.;28;1
HUMBOLDTSTR.;26+24;1
HUMBOLDTSTR.;27;1
FROHNHOFSTR.;23;1
HUMBOLDTSTR.;32;1
FROHNHOFSTR.;2;1
FROHNHOFSTR.;165;1
FROHNHOFSTR.;161-163;1
FROHNHOFSTR.;124;1
FROHNHOFSTR.;122;1
HUMBOLDTSTR. PO;101;1
FROHNHOFSTR.;120-122;1
HUMBOLDTSTR. PO;65-67;1
HUMBOLDTSTR. PO;95-97;1
FROHNHOFSTR.;08-100;1
FRÖBELSTR. PE;70;1
HUMPERDINCKSTR.;1;1
HUMPERDINCKSTR.;3;1
HUMPERDINCKSTR.;;1
HUNOLDSTR.;4;1
FRÖBELSTR. PE;35A;1
FRÖBELSTR. PE;157-159;1
FRÖBELSTR. PE;137-153;1
SCHWEINHEIMER STR.;18;1
HUNSRÜCKSTR.;20;1
FRÖBELSTR.;54-56;1
HÜRTHER STR.;2;1
HÜRTHER STR.;;1
HÜTTENSTR.;1;1
FRÖBELSTR.;54;1
HÜTTENSTR.;10-12;1
FRÖBELSTR.;50-52;1
HÜTTENSTR.;20;1
HÜTTENSTR.;22;1
FRÖBELSTR.;47-49;1
HÜTTENSTR.;23-25;1
FRÖBELSTR.;47;1
FRÖBELSTR.;46;1
HÜTTENSTR.;2A-2;1
HÜTTENSTR.;31;1
FRÖBELSTR.;45-47;1
FRÖBELSTR.;45;1
FRÖBELSTR.;43-45;1
FRÖBELSTR.;43;1
FRÖBELSTR.;3-5;1
HÜTTENSTR.;8-6;1
FRÖBELSTR.;3;1
IBSENSTR.;13;1
IBSENSTR.;3;1
IBSENSTR.;3C;1
FRÖBELSTR.;2-4;1
FRÖBELSTR.;18-20;1
IDASTR.;35;1
IDASTR.;39;1
FRÖBELSTR.;104;1
IDASTR.;42;1
IDASTR.;44;1
RUPPRECHTSTR.;8-10;1
FRÖBELPLATZ;7-9;1
IDASTR.;56;1
FRÖBELPLATZ;5-7;1
IDASTR.;8;1
FRITZ-WACKER-STR.;;1
FRITZ-VOIGT-STR.;14;1
IGELWEG;9-9A;1
IGNYSTR.;10;1
IGNYSTR.;14;1
IGNYSTR.;2;1
IGNYSTR.;26/28;1
IGNYSTR.;28/30;1
IGNYSTR.;4;1
IGNYSTR.;42;1
IGNYSTR.;46;1
IGNYSTR.;48;1
ALARICHSTR.;87/897;1
IGNYSTR.;6;1
FRITZ-SCHU-STR.;;1
IKAROSSTR.;14-16;1
ILEXWEG;50;1
ILEXWEG;;1
ILLERWEG;44;1
ILMENAUER WEG;162;1
ILMENAUER WEG;1-7;1
FRITZ-SCHU-STR.;19-21;1
ILTISSTR.;100;1
ILTISSTR.;11;1
FRITZ-REUTER-STR.;8-12;1
FRITZ-REUTER-STR.;3;1
FRITZ-REUTER-STR.;12;1
ILTISSTR.;118-112;1
ILTISSTR.;119;1
FRITZ-REUTER-STR.;10;1
ILTISSTR.;121-123;1
FRITZ-LEHMANN-STR.;;1
FRITZ-LEHMANN-STR.;6/8;1
ALARICHSTR.;86;1
FRITZ-LEHMANN-STR.;6-8;1
ILTISSTR.;131;1
ILTISSTR.;14;1
ILTISSTR.;140;1
ILTISSTR.;140-142;1
FRITZ-HECKER-STR.;75;1
FRITZ-HECKER-STR.;73-75;1
FRITZ-HECKER-STR.;73;1
ALARICHSTR.;85;1
FRITZ-HECKER-STR.;69-71;1
ALARICHSTR.;83-85;1
FRITZ-HECKER-STR.;106;1
FRITZ-FIGGE-STR.;8-10;1
ILTISSTR.;156-154;1
ILTISSTR.;162;1
ILTISSTR.;166;1
FRITZ-FIGGE-STR.;10;1
ILTISSTR.;19;1
ILTISSTR.;21;1
ILTISSTR.;255;1
ILTISSTR.;282-286;1
ILTISSTR.;284-286;1
FRITZ-ERLER-STR.;;1
ILTISSTR.;31-33;1
ILTISSTR.;37A;1
FRITZ-ERLER-STR.;16/18;1
FRITZ-ERLER-STR.;13;1
ILTISSTR.;444;1
FRIESHEIMER STR.;6;1
ILTISSTR.;58;1
FRIESHEIMER STR.;10;1
ILTISSTR.;63;1
FRIESENWALL;96-98;1
ILTISSTR.;7;1
ILTISSTR.;8;1
ILTISSTR.;84;1
ILTISSTR.;88-90;1
ILTISSTR.;92;1
FRIESENWALL;86-88;1
ALARICHSTR.;83;1
IM BISCHOFSACKER;2-4;1
IM BISCHOFSACKER;6A;1
FRIESENWALL;78-80;1
RURSTR.;14-16;1
IM BISCHOFSACKER;SPIELPLATZ;1
IM BODESFELD;10;1
IM BODESFELD;12;1
IM BODESFELD;16;1
IM BODESFELD;34;1
FRIESENWALL;75;1
FRIESENWALL;73;1
IM BRUCH PO;20-32;1
IM BRUCH PO;45;1
FRIESENWALL;64;1
FRIESENWALL;60;1
FRIESENWALL;59;1
IM DAU;12-14;1
ALARICHSTR.;81-83;1
IM DAU;141;1
FRIESENWALL;53-53A;1
FRIESENWALL;52/54;1
FRIESENWALL;52-54;1
FRIESENWALL;51-53;1
FRIESENWALL;5;1
FRIESENWALL;48-90;1
IM DAU;18-18 A;1
FRIESENWALL;48;1
FRIESENWALL;47A-49;1
FRIESENWALL;47-49;1
FRIESENWALL;45L47;1
ALARICHSTR.;77-79;1
FRIESENWALL;44;1
ALARICHSTR.;71-73;1
FRIESENWALL;43-47;1
IM EICHENFORST;23;1
IM EICHENFORST;31A;1
IM EICHENFORST;7;1
FRIESENWALL;43/45;1
FRIESENWALL;42;1
FRIESENWALL;41;1
FRIESENWALL;38-40;1
FRIESENWALL;38;1
IM FALKENHORST;4-8;1
FRIESENWALL;3/7;1
FRIESENWALL;36/32;1
FRIESENWALL;35-33;1
IM FALKENHORST;9;1
FRIESENWALL;3/5;1
ALARICHSTR.;6-8;1
IM FERKULUM;1-5;1
RURSTR.;20;1
AACHENER STR.;18-20;1
IM FERKULUM;240;1
FRIESENWALL;32;1
FRIESENWALL;31-29;1
FRIESENWALL;29/31;1
IM FERKULUM;31/33;1
FRIESENWALL;26;1
FRIESENWALL;24 D;1
IM FERKULUM;33-3;1
FRIESENWALL;24A;1
FRIESENWALL;23-25;1
FRIESENWALL;22-26;1
IM FERKULUM;42;1
IM FERKULUM;44-46;1
FRIESENWALL;21-25A;1
IM FERKULUM;54-56;1
IM FERKULUM;58;1
IM FERKULUM;8;1
FRIESENWALL;18;1
FRIESENWALL;17-19;1
IM FICHTENHAIN;14;1
IM FICHTENHAIN;21;1
IM FORST;10;1
IM FORST;2;1
ALARICHSTR.;67/69;1
IM GARTEN;119;1
IM GARTEN;125;1
SCHWEINHEIMER STR.;24;1
IM GARTEN;131;1
IM GARTEN;137;1
IM GARTEN;141;1
IM GARTEN;143;1
IM GARTEN;147;1
IM GARTEN;2;1
IM GARTEN;20B;1
IM GARTEN;28;1
IM GARTEN;38;1
IM GARTEN;4;1
IM GARTEN;75;1
IM GARTEN;77;1
IM GARTEN;7A2;1
IM GARTEN;95;1
IM GARTEN;97;1
FRIESENWALL;13-15;1
IM GARTENHOF;8;1
IM GEWERBEGEBIET PESCH;101;1
IM GEWERBEGEBIET PESCH;103-105;1
IM GEWERBEGEBIET PESCH;105;1
IM GEWERBEGEBIET PESCH;115;1
FRIESENWALL;13;1
FRIESENWALL;124-126;1
IM GEWERBEGEBIET PESCH;12 A;1
IM GEWERBEGEBIET PESCH;137;1
IM GEWERBEGEBIET PESCH;35-37;1
IM GEWERBEGEBIET PESCH;37;1
IM GEWERBEGEBIET PESCH;LATERN26;1
FRIESENWALL;122;1
IM GLOCKENRING;3;1
IM GLOCKENRING;;1
FRIESENWALL;120.122;1
RURSTR.;31-33;1
RURSTR.;33-35;1
FRIESENWALL;11;1
FRIESENWALL;102-102A;1
IM HASENTAL;8-10;1
IM HEIDKAMP;3;1
RURSTR.;36;1
FRIESENSTR.;84;1
IM HEIDKAMP;38;1
IM HEIDKAMP;;1
ALARICHSTR.;67-69;1
FRIESENSTR.;8;1
IM KLAPPERHOF;25+27;1
FRIESENSTR.;78-81;1
FRIESENSTR.;7-81;1
IM KLAPPERHOF;33-33A;1
IM KLAPPERHOF;33-35;1
FRIESENSTR.;75;1
IM KLAPPERHOF;33 A;1
FRIESENSTR.;72.74;1
FRIESENSTR.;70-72;1
IM KLAPPERHOF;35 A;1
IM KLAPPERHOF;38;1
IM KLAPPERHOF;39-41;1
IM KLAPPERHOF;49;1
IM KLAPPERHOF;7-21;1
FRIESENSTR.;59;1
FRIESENSTR.;52-54;1
FRIESENSTR.;52-50;1
IM KRAHNENHOF;1/3;1
ALARICHSTR.;59-61;1
IM KRAHNENHOF;9-11;1
IM KRAHNENHOF;9/11;1
FRIESENSTR.;47-45;1
FRIESENSTR.;45-43;1
FRIESENSTR.;4;1
RURSTR.;40-42;1
FRIESENSTR.;25-27;1
IM LAACH;8;1
IM LEIMFELD;3;1
IM LEIMFELD;5;1
IM LEIMFELD;9;1
IM LOCHGARTEN;20;1
FRIESENSTR.;19-21;1
FRIESENSTR.;17;1
IMMEKEPPELER STR.;1-3;1
IMMEKEPPELER STR.;3;1
FRIESENSTR.;124;1
RURSTR.;42;1
IMMEKEPPELER STR.;;1
IMMENDORFER HAUPTSTR.;15;1
IMMENDORFER HAUPTSTR.;23/25;1
IMMENDORFER STR.;40;1
IMMERMANNSTR.;24-32;1
IMMERMANNSTR.;34;1
IMMERMANNSTR.;36;1
RURSTR.;6-8A;1
IMMERMANNSTR.;42-44;1
IMMERMANNSTR.;46-48;1
ALARICHSTR.;55/57;1
FRIESENPLATZ;7-9;1
FRIESENPLATZ;73-75;1
IMMERMANNSTR.;57;1
IMMERMANNSTR.;59;1
FRIESENPLATZ;5-7;1
FRIESENPLATZ;43;1
IM MITTELFELD;11;1
ALARICHSTR.;53-55;1
IM MITTELFELD;15;1
IM MITTELFELD;21;1
IM MITTELFELD;23;1
FRIESENPLATZ;17A;1
FRIESENPLATZ;13-15;1
IM MÖNCHSFELD;18;1
IM MÖNCHSFELD;6;1
IM OBERDORF;10;1
IM OBERDORF;4;1
IM OBERDORF;5;1
FRIESENPLATZ;1-3;1
IM OBERDORF;9;1
FRIEDRICHSTR. PO;44;1
IM PARK;9;1
IM PARK;;1
IM PORZER FELD;34;1
IM PORZER FELD;;1
IM RHEINFELD ME;8;1
IM RIEPHAGEN;10;1
IM RIEPHAGEN;22;1
IM RIEPHAGEN;26;1
IM RIEPHAGEN;;1
IM SALZGRUND;33;1
IM SALZGRUND;;1
IM SIONSTAL;12-14;1
FRIEDRICHSTR. PO;4;1
FRIEDRICHSTR. PO;2-4;1
FRIEDRICHSTR. PO;22-20;1
IM SIONSTAL;14 A;1
IM SIONSTAL;15-17;1
FRIEDRICHSTR. PO;21;1
FRIEDRICHSTR. PO;19-25;1
IM SIONSTAL;2;1
IM SIONSTAL;23-25;1
FRIEDRICHSTR. PO;19-21;1
FRIEDRICHSTR. PO;19-17;1
IM SIONSTAL;4/6;1
IM SIONSTAL;50;1
FRIEDRICHSTR. PO;17;1
IM SIONSTAL;7;1
IM STAVENHOF;10;1
IM STAVENHOF;17-19;1
FRIEDRICHSTR. PO;12-14;1
IM STAVENHOF;22;1
IM STAVENHOF;3;1
RURSTR.;9-11;1
IM TIERKAMP;3;1
FRIEDRICHSTR.;6-8;1
IM URBACHER FELD;19;1
FRIEDRICHSTR.;59-61;1
FRIEDRICHSTR.;58-56;1
ALARICHSTR.;49/51;1
RYBNIKER STR.;1;1
IM WEICHSERHOF;7;1
FRIEDRICHSTR.;57-61;1
IM WEIDENBRUCH;108;1
IM WEIDENBRUCH;110;1
IM WEIDENBRUCH;116;1
IM WEIDENBRUCH;116A;1
IM WEIDENBRUCH;118;1
IM WEIDENBRUCH;124-124A;1
IM WEIDENBRUCH;160;1
IM WEIDENBRUCH;174A;1
FRIEDRICHSTR.;57;1
RYBNIKER STR.;10;1
IM WEIDENBRUCH;186-188;1
IM WEIDENBRUCH;198;1
FRIEDRICHSTR.;50;1
SAALESTR.;11;1
IM WEIDENBRUCH;4;1
IM WEIDENBRUCH;89;1
IM WEINGARTSKAMP;10-12;1
IM WEINGARTSKAMP;15;1
IM WEINGARTSKAMP;17;1
IM WEINGARTSKAMP;30;1
IM WEINGARTSKAMP;36-38;1
IM WEINGARTSKAMP;38-40;1
IM WEINGARTSKAMP;4;1
FRIEDRICHSTR.;46;1
FRIEDRICHSTR.;42/44;1
IM WEINGARTSKAMP;55;1
IM WEINGARTSKAMP;58;1
IM WIERZFELD;17;1
FRIEDRICHSTR.;4;1
SAALESTR.;16/16A;1
FRIEDRICHSTR.;36-48;1
IM WIESCHEN;2-4;1
FRIEDRICHSTR.;36-40;1
IM WIESCHEN;49;1
FRIEDRICHSTR.;36/38;1
FRIEDRICHSTR.;29;1
IM WINKEL;14;1
FRIEDRICHSTR.;25;1
FRIEDRICHSTR.;2-4;1
IN DEN KÄMPEN;;1
IN DEN REIHEN;16;1
SAALESTR.;18;1
IN DEN REIHEN;7-9;1
IN DER ADELENHÜTTE;1;1
IN DER ADELENHÜTTE;1-1;1
FRIEDRICHSTR.;23-25;1
FRIEDRICHSTR.;22;1
IN DER ADELENHÜTTE;2;1
FRIEDRICHSTR.;19;1
FRIEDRICHSTR.;1-3;1
FRIEDRICHSTR.;108;1
IN DER AUE SÜ;2;1
FRIEDRICHSTR.;102;1
SAALESTR.;28;1
FRIEDRICHSHAFER STR.;58B;1
FRIEDRICH-SCHMIDT-STR.;9;1
FRIEDRICH-SCHMIDT-STR.;8;1
IN DER KREUZAU;7-9;1
IN DER KREUZAU;9;1
FRIEDRICH-SCHMIDT-STR.;7;1
IN DER LEDDEN;25;1
IN DER LOHN;3;1
ALARICHSTR.;47-49;1
FRIEDRICH-SCHMIDT-STR.;66;1
IN DER MAIENKAMMER;;1
IN DER ROSENAU;18;1
IN DER ROSENAU;22C;1
IN DER ROSENAU;22D;1
INDIANAPOLIS-STR.;11;1
INDIANAPOLIS-STR.;120-122;1
INDIANAPOLIS-STR.;13;1
INDIANAPOLIS-STR.;170;1
INDIANAPOLIS-STR.;27;1
INDIANAPOLIS-STR.;31;1
INDIANAPOLIS-STR.;39;1
INDIANAPOLIS-STR.;43;1
INDIANAPOLIS-STR.;54;1
INDIANAPOLIS-STR.;7;1
INDIANAPOLIS-STR.;89;1
INDIANAPOLIS-STR.;9;1
INDIANAPOLIS-STR.;95;1
INDUSTRIESTR.;2;1
SCHWEINHEIMER STR.;43;1
INDUSTRIESTR. RO;152;1
INGEBORGSTR.;18;1
INGENDORFER WEG;69;1
INGENDORFER WEG;81-83;1
INGENDORFER WEG;82;1
INGENDORFER WEG;83;1
INGENDORFER WEG;91B;1
INNERE KANALSTR.;18;1
INNERE KANALSTR.;21;1
INNERE KANALSTR.;210;1
FRIEDRICH-SCHMIDT-STR.;56B-56C;1
FRIEDRICH-SCHMIDT-STR.;56A;1
FRIEDRICH-SCHMIDT-STR.;55-53;1
INNERE KANALSTR.;218-220;1
FRIEDRICH-SCHMIDT-STR.;53A;1
FRIEDRICH-SCHMIDT-STR.;52 B;1
INNERE KANALSTR.;224-226;1
FRIEDRICH-SCHMIDT-STR.;52A-52B;1
INNERE KANALSTR.;226-228;1
FRIEDRICH-SCHMIDT-STR.;4OB;1
INNERE KANALSTR.;28;1
FRIEDRICH-SCHMIDT-STR.;46A;1
INNERE KANALSTR.;63;1
FRIEDRICH-SCHMIDT-STR.;40B-42;1
FRIEDRICH-SCHMIDT-STR.;40 A-40 B;1
INNERE KANALSTR.;7;1
FRIEDRICH-SCHMIDT-STR.;40 A;1
FRIEDRICH-SCHMIDT-STR.;40-40B;1
FRIEDRICH-SCHMIDT-STR.;38A-40;1
INNERE KANALSTR.;97;1
FRIEDRICH-SCHMIDT-STR.;38-38A;1
INNERE KANALSTR.;99;1
INNERE KANALSTR.;SCHULE;1
FRIEDRICH-SCHMIDT-STR.;37;1
INTZESTR.;11;1
INTZESTR.;14-16;1
FRIEDRICH-SCHMIDT-STR.;330;1
INTZESTR.;7-9;1
FRIEDRICH-SCHMIDT-STR.;29-27;1
FRIEDRICH-SCHMIDT-STR.;29;1
IRISWEG PE;12;1
IRISWEG PE;24;1
IRISWEG PO;115;1
IRISWEG PO;38;1
IRISWEG PO;39;1
FRIEDRICH-SCHMIDT-STR.;26;1
FRIEDRICH-SCHMIDT-STR.;24;1
SAALESTR.;32/34;1
IRISWEG PO;60;1
IRISWEG PO;62;1
IRISWEG PO;69-75;1
IRISWEG PO;70;1
FRIEDRICH-SCHMIDT-STR.;23;1
SAALESTR.;32-40;1
IRISWEG PO;72A;1
IRMGARDSTR.;13;1
IRMGARDSTR.;14;1
FRIEDRICH-SCHMIDT-STR.;21A;1
IRMGARDSTR.;4;1
FRIEDRICH-SCHMIDT-STR.;21;1
IRNFRIEDWEG;4;1
ISABELLENSTR.;0;1
FRIEDRICH-SCHMIDT-STR.;19;1
ISABELLENSTR.;10;1
FRIEDRICH-SCHMIDT-STR.;18B;1
ISABELLENSTR.;11-13;1
ISABELLENSTR.;12;1
ISABELLENSTR.;12-14;1
ISABELLENSTR.;1-3;1
ISABELLENSTR.;16;1
FRIEDRICH-SCHMIDT-STR.;15-17;1
ISABELLENSTR.;17-19;1
ISABELLENSTR.;18A;1
ISABELLENSTR.;18 A;1
ISABELLENSTR.;18 C;1
ISABELLENSTR.;2;1
FRIEDRICH-SCHMIDT-STR.;1;1
ISABELLENSTR.;21/23;1
ISABELLENSTR.;21-25;1
FRIEDRICH-NAUMANN-STR.;7-9;1
ISABELLENSTR.;23-25;1
ISABELLENSTR.;24;1
FRIEDRICH-NAUMANN-STR.;5;1
FRIEDRICH-KARL-STR.;TEDI;1
FRIEDRICH-KARL-STR.;BUSSHALTESTELLE;1
SAALESTR.;40;1
ISABELLENSTR.;27A-29;1
FRIEDRICH-KARL-STR.;79;1
FRIEDRICH-KARL-STR.;63;1
FRIEDRICH-KARL-STR.;6;1
FRIEDRICH-KARL-STR.;56-58;1
ALARICHSTR.;46-48;1
FRIEDRICH-KARL-STR.;55;1
ISABELLENSTR.;8;1
FRIEDRICH-KARL-STR.;54;1
ISABELLENSTR.;9-11;1
FRIEDRICH-KARL-STR.;53;1
ISENBURGER STR.;8;1
ISIDOR-CARO-STR.;26;1
ISIDOR-CARO-STR.;30;1
ISIDOR-CARO-STR.;42-44;1
ALARICHSTR.;4-6;1
FRIEDRICH-KARL-STR.;52-54;1
ISIDOR-CARO-STR.;50-52;1
FRIEDRICH-KARL-STR.;48-50;1
ISSELBURGER STR.;1;1
ALARICHSTR.;41-43;1
ISSELBURGER STR.;12;1
ISSELBURGER STR.;6;1
FRIEDRICH-KARL-STR.;48;1
ISSELBURGER STR.;8-10;1
FRIEDRICH-KARL-STR.;47;1
ISTANBULSTR.;4;1
ITTENBACHER STR.;;1
FRIEDRICH-KARL-STR.;45;1
FRIEDRICH-KARL-STR.;39;1
JABACHSTR.;1A;1
JABACHSTR.;4;1
FRIEDRICH-KARL-STR.;38-36;1
JABACHSTR.;6-8;1
JABACHSTR.;8-4;1
JABACHSTR.;K;1
FRIEDRICH-KARL-STR.;37;1
JAGSTSTR.;4;1
FRIEDRICH-KARL-STR.;36-28;1
FRIEDRICH-KARL-STR.;35;1
JAHNSTR.;12-14;1
FRIEDRICH-KARL-STR.;33-35;1
JAHNSTR.;16;1
FRIEDRICH-KARL-STR.;32A;1
FRIEDRICH-KARL-STR.;3;1
JAHNSTR.;22-24;1
FRIEDRICH-KARL-STR.;29;1
JAHNSTR.;26;1
JAHNSTR.;2-6;1
FRIEDRICH-KARL-STR.;28;1
SAALESTR.;8;1
JAHNSTR.;30;1
FRIEDRICH-KARL-STR.;262G;1
ALARICHSTR.;39/41;1
FRIEDRICH-KARL-STR.;26-28;1
FRIEDRICH-KARL-STR.;261;1
FRIEDRICH-KARL-STR.;260;1
FRIEDRICH-KARL-STR.;258;1
ALARICHSTR.;39-41;1
JAHNSTR. PO;16;1
JAHNSTR. PO;18-20;1
JAHNSTR. PO;2;1
JAHNSTR. PO;24;1
FRIEDRICH-KARL-STR.;256-258;1
JAHNSTR. PO;5;1
JAHNSTR. PO;5-7;1
JAKOB-BÖHME-STR.;12;1
JAKOB-BÖHME-STR.;19;1
FRIEDRICH-KARL-STR.;248-250;1
JAKOB- BROCK- WEG;;1
ALARICHSTR.;37/39;1
FRIEDRICH-KARL-STR.;246-248;1
JAKOB-KAISER-STR.;13;1
JAKOB-KAISER-STR.;3;1
JAKOB-KAISER-STR.;5;1
FRIEDRICH-KARL-STR.;24-26;1
FRIEDRICH-KARL-STR.;24;1
JAKOB-KNEIP-STR.;26;1
JAKOB-KNEIP-STR.;36;1
JAKOB-KNEIP-STR.;38/40;1
SAALFELDER STR.;20;1
JAKOB-KNEIP-STR.;40/42;1
JAKOB-KNEIP-STR.;44;1
FRIEDRICH-KARL-STR.;234;1
JAKOB-SCHUPP-STR.;14-16;1
JAKOB-SCHUPP-STR.;16;1
JAKOB-SCHUPP-STR.;18-20;1
SAALFELDER STR.;26;1
