strasse;hausnummer;anzahl bussgelder
KARL-MARX-ALLEE;69;2
ALTER MÜHLENWEG;23;2
COHNENHOFSTR.;68;2
KARL-MARX-ALLEE;72;2
LERCHENWEG;10;2
EDUARD-HEIS-STR.;2;2
HUGO-JUNKERS-STR.;39;2
HALMSTR.;7;2
AACHENER STR.;227;2
LERCHENWEG;17;2
LERCHENWEG;19;2
DÜRENER STR.;132;2
ALTER MÜHLENWEG;19;2
LERCHENWEG;20;2
LERCHENWEG;21;2
DÜRENER STR.;129-131;2
KARL-SCHÜSSLER-STR.;;2
BACHEMER STR.;316;2
KARL-SCHWERING-PLATZ;1-3;2
DEUTZ-KALKER STR.;3/5;2
HUGO-JUNKERS-STR.;62;2
KARL-SCHWERING-PLATZ;4;2
BACHEMER STR.;30;2
ALTER MILITÄRRING;86;2
DEUTZ-KALKER STR.;28A;2
HUGO-JUNKERS-STR.;74;2
KARL-SIEBERT-STR.;4;2
MACHABÄERSTR.;32;2
AACHENER STR.;223;2
LESSINGSTR.;20-22;2
BRÜSSELER STR.;77/79;2
HAMBACHER STR.;;2
KARLSRUHER STR.;;2
LESSINGSTR.;36-38;2
LESSINGSTR.;37;2
LESSINGSTR.;37-39;2
BACHEMER STR.;277;2
LESSINGSTR.;4;2
KARLSTR.;15;2
BACHEMER STR.;274;2
BRÜSSELER STR.;77-79;2
GELDERNSTR.;106B;2
ELSE-LANG-STR.;2;2
ELSE-LANG-STR.;14;2
GILBACHSTR.;28-30;2
GOLTSTEINSTR.;71;2
BACHEMER STR.;268-270;2
FRIESENPLATZ;21;2
BLANKENHEIMER STR.;28;2
HELLENTHALER STR.;7;2
LESSINGSTR.;9;2
ALTER MILITÄRRING;68;2
KARLSTR.;26-28;2
EDUARD-HEIS-STR.;16-18;2
LESSINGSTR. WE;2;2
BACHEMER STR.;236;2
DÜRENER STR.;121;2
GEREONSHOF;2A;2
AACHENER STR.;90-98;2
LESSINGSTR. WE;50-52;2
ENGELDORFER STR.;30;2
LESSINGSTR. WE;59;2
BACHEMER STR.;219;2
EIFELWALL;48;2
LESSINGSTR. WE;91;2
ADAM-STEGERWALD-STR.;21;2
DÜRENER STR.;119-121;2
GILBACHSTR.;32;2
LEUCHTERSTR.;126;2
GEREONSHOF;30;2
LEUCHTERSTR.;184;2
BLANKENHEIMER STR.;24;2
EDSEL-FORD-STR.;26;2
HELMHOLTZPLATZ;1-3;2
GELDERNSTR.;117;2
LEUCHTERSTR.;23;2
DEUTZ-KALKER STR.;124-126;2
LUDWIG-JAHN-STR. WE;5;2
BACHEMER STR.;207;2
KARLSTR.;7-9;2
BRÜSSELER STR.;60-64;2
BACHEMER STR.;2;2
HUHNSGASSE;1214;2
BACHEMER STR.;194;2
GOLTSTEINSTR.;7/9;2
LEUTHENSTR.;1;2
GARTENSTR. RO;27;2
CLOSTERMANNSTR.;4;2
LEUTHENSTR.;2;2
BACHEMER STR.;190;2
BRÜSSELER STR.;56;2
LEUTHENSTR.;23-25;2
LEUTHENSTR.;25;2
HELMHOLTZPLATZ;7-5;2
HELMHOLTZPLATZ;7-9;2
KARLSTR. PO;12-10;2
ALTER MILITÄRRING;50;2
LEYBERGSTR.;10;2
BACHEMER STR.;19;2
KARLSTR. PO;12-16;2
BLANKENHEIMER STR.;16;2
KARLSTR. PO;14;2
HUHNSGASSE;13-15;2
LEYBERGSTR.;69;2
GEREONSHOF;32-34;2
KARLSTR. PO;14-18;2
HUHNSGASSE;13-9;2
LEYBOLDSTR.;13A;2
EIFELWALL;44-46;2
HAMBURGER STR.;2;2
GREVENBROICHER STR.;37;2
ALTER MILITÄRRING;32-34;2
KARLSTR. PO;16-20;2
LEYENDECKERSTR.;103;2
DEUTZ-KALKER STR.;122-124;2
LEYENDECKERSTR.;107;2
BLANKENHEIMER STR.;1-3;2
MACHABÄERSTR.;36;2
KARLSTR. PO;2;2
AEGIDIENBERGER STR.;8;2
GOLTSTEINSTR.;84;2
EDMUND-RUMPLER-STR.;;2
BLANKENHEIMER STR.;1;2
GREVENBROICHER STR.;53;2
BRÜSSELER STR.;47;2
KARLSTR. PO;22;2
HELMHOLTZSTR.;47;2
ENGELDORFER STR.;28A;2
LUISENSTR.;90;2
HELMHOLTZSTR.;59;2
BRÜSSELER STR.;4;2
LEYENDECKERSTR.;20-24;2
BACHEMER STR.;145;2
LEYENDECKERSTR.;25;2
BACHEMER STR.;143;2
LEYENDECKERSTR.;27;2
HAMBURGER STR.;68-70;2
HAMBURGER STR.;8;2
GELDERNSTR.;119A-121;2
ALTER MARKT;60;2
CLEVISCHER RING;86;2
BRÜSSELER STR.;38;2
LEYENDECKERSTR.;2C-H;2
GREVENBROICHER STR.;58;2
CLEVISCHER RING;82;2
BACHEMER STR.;133;2
LUPUSSTR.;79;2
BRÜSSELER STR.;33-35;2
CLEVISCHER RING;80;2
CLEVISCHER RING;78;2
MACHABÄERSTR.;37-41;2
LEYENDECKERSTR.;33-37;2
LEYENDECKERSTR.;34;2
KARLSTR. PO;4;2
LEYENDECKERSTR.;38;2
KARLSTR. PO;412;2
LEYENDECKERSTR.;4;2
LEYENDECKERSTR.;40;2
LEYENDECKERSTR.;42;2
HELMHOLTZSTR.;72;2
BACHEMER STR.;124;2
ALTER MARKT;55;2
DEUTZ-KALKER STR.;11A-11E;2
LOTHRINGER STR.;14;2
KARLSTR. PO;6-10;2
GELDERNSTR.;121-121A;2
HELMHOLTZSTR.;7-9;2
EIFELWALL;34;2
HUHNSGASSE;40-44;2
KARLSTR. PO;8-12;2
HAMMERSCHMIDTSTR.;29;2
MAINZER STR.;1-3;2
HELMHOLTZSTR.;90;2
KARLSTR. RO;1-14;2
EDMUND-RUMPLER-STR.;4;2
KARLSTR. RO;13;2
MACHABÄERSTR.;39-47;2
LEYENDECKERSTR.;69A-69;2
KARLSTR. RO;2-12;2
GREVENSTR.;12;2
LEYENDECKERSTR.;71;2
KARLSTR. RO;24-26;2
LEYENDECKERSTR.;73;2
ALTER MARKT;46-48;2
HUHNSGASSE;88;2
HUHNSGASSE;90;2
BRÜSSELER STR.;31-33;2
BITBURGER STR.;7;2
GREVENSTR.;13-15;2
BISTRITZER STR.;96;2
BISTRITZER STR.;94;2
ALTER MARKT;36-42;2
LEYENDECKERSTR.;91;2
HAMMERSCHMIDTSTR.;33D;2
LEYENDECKERSTR.;97;2
ALTER MARKT;35/37;2
BACHEMER STR.;103;2
BISTRITZER STR.;114;2
BACHEMER STR.;10;2
ALTER DEUTZER POSTWEG;95;2
BACHEMER LANDSTR.;138;2
ALTER DEUTZER POSTWEG;73-77;2
ADOLF-KOBER-STR.;3;2
FRIESENWALL;47A/49;2
ESCHER STR.;279;2
HENLEINSTR.;;2
HAMMERSCHMIDTSTR.;35;2
LICHPFAD;5;2
HAMMERSCHMIDTSTR.;38;2
BISMARCKSTR.;89-93;2
BACHEMER LANDSTR.;102;2
AACHENER STR.;18-20;2
DÜPPELSTR.;37/39;2
HÜLCHRATHER STR.;1 A;2
EIFELWALL;32-34;2
ALTENGRABENGÄSSCHEN;9-11;2
BAADENBERGER STR.;58-60;2
EIFELWALL;32;2
CLEVISCHER RING;47;2
BAADENBERGER STR.;2;2
HENRIETTE-ACKERMANN-STR.;18;2
HENRIETTE-ACKERMANN-STR.;1A;2
EIFELWALL;28;2
BISMARCKSTR.;68-66;2
LICHTSTR.;4;2
EDMUND-RUMPLER-STR.;2;2
ELSDORFER STR.;20;2
KAROLINGERRING;22/24;2
LICHTSTR.;47;2
BISMARCKSTR.;62;2
HÜLCHRATHER STR.;33-35;2
AKAZIENWEG;54;2
KAROLINGERRING;2/4;2
LICHTSTR.;66;2
ALTENGRABENGÄSSCHEN;11;2
AUWEILER WEG;51;2
CLEVISCHER RING;172A;2
FRIESENPLATZ;23;2
ALTE NEUSSER LANDSTR.;308;2
ALTE NEUSSER LANDSTR.;298;2
HÄNDELSTR.;12;2
ÄUSSERE KANALSTR.;82;2
EDITH-STEIN-STR.;9;2
LIEBIGSTR.;112;2
GREVENSTR.;3;2
ALTE NEUSSER LANDSTR.;289;2
ÄUSSERE KANALSTR.;76;2
KAROLINGERRING;29/31;2
HEPPENHEIMER STR.;12;2
HÜLCHRATHER STR.;8;2
ÄUSSERE KANALSTR.;75C-77;2
HÜLCHRATHER STR.;9;2
KAROLINGERRING;34;2
ÄGIDIUSSTR.;8;2
KAROLINGERRING;38;2
HERBERT-LEWIN-STR.;11;2
HÜLTZPLATZ;11;2
ÄUSSERE KANALSTR.;68;2
EIFELWALL;12;2
EIFELSTR.;76-78;2
BRÜSSELER STR.;17-19;2
GARTENWEG WE;25D;2
HERBERT-LEWIN-STR.;3;2
LIEBIGSTR.;163;2
ALTE NEUSSER LANDSTR.;262;2
ALTE NEUSSER LANDSTR.;253-255;2
KAROLINGERRING;9-11;2
GREVENSTR.;9;2
GELDERNSTR.;51;2
KARTÄUSERGASSE;10;2
KARTÄUSERGASSE;10-12;2
KARTÄUSERGASSE;12;2
ERNST-WILHELM-NAY-STR.;22;2
HÜLTZSTR.;1;2
BISMARCKSTR.;45-47;2
GOLTSTEINSTR.;94;2
BISMARCKSTR.;43;2
LIEBIGSTR.;201;2
HÄNDELSTR.;17/17A;2
EDITH-STEIN-STR.;34-36;2
BISMARCKSTR.;40-42;2
HÜLTZSTR.;14-16;2
BISMARCKSTR.;39A-41;2
LIEBIGSTR.;225;2
LIEBIGSTR.;231;2
GILGAUSTR.;42;2
BISMARCKSTR.;36;2
EDITH-STEIN-STR.;27;2
KARTÄUSERGASSE;32;2
GRIEGSTR.;2;2
HERBESTHALER STR.;2;2
ÄUSSERE KANALSTR.;294B;2
KARTÄUSERGASSE;36-38;2
GELDERNSTR.;57;2
LIEBIGSTR.;256;2
ÄUSSERE KANALSTR.;290;2
ELSDORFER STR.;11;2
CLEVISCHER RING;117;2
BISMARCKSTR.;28-30;2
LIEBIGSTR.;32;2
MACHABÄERSTR.;54;2
LIEBIGSTR.;35;2
BISMARCKSTR.;28;2
EIFELSTR.;70;2
LIEBIGSTR.;40;2
BRÜSSELER STR.;104;2
ESENBECKSTR.;12;2
HERBIGSTR.;11-13;2
KARTÄUSERGASSE;8-10;2
LIEBIGSTR.;49;2
LIEBIGSTR.;49-51;2
LIEBIGSTR.;5;2
GEREONSHOF;9-11;2
LUSTHEIDER STR.;20;2
DÜPPELSTR.;16;2
LIEBIGSTR.;58-60;2
GILGAUSTR.;54;2
EISENACHSTR.;10;2
AUGUST-VON-WILLICH-STR.;119-127;2
LIEBIGSTR.;92-94;2
KARTÄUSERHOF;18;2
ADAM-STEGERWALD-STR.;11-17;2
KARTÄUSERHOF;20-22;2
KARTÄUSERHOF;21;2
LIEGNITZER STR.;5-7;2
GRIMLINGHAUSER WEG;64H-64I;2
ALTENBERGER STR.;5/7;2
AUGUST-VON-WILLICH-STR.;119-121;2
DÜPPELSTR.;14-16;2
LIEGNITZSTR.;2;2
HÜLTZSTR.;26-28;2
AUGUST-VON-WILLICH-STR.;117;2
LIEGNITZSTR.;5-7;2
BISMARCKSTR.;15-17;2
GILGAUSTR.;59;2
BISMARCKSTR.;14;2
LUDWIG-JAHN-STR. WE;54/56;2
ALTENBERGER STR.;25;2
KARTÄUSERHOF;27;2
KARTÄUSERHOF;27A;2
AKAZIENWEG;52;2
LIEVERGESBERG;12;2
BISMARCKSTR.;104;2
CLEVISCHER RING;109/111;2
KARTÄUSERHOF;31;2
LIEVERGESBERG;37/39;2
KARTÄUSERHOF;31-33;2
LIEVERGESBERG;5;2
LIEVERGESBERG;6;2
FÜRSTENSTR.;38;2
LUDOLF-CAMPHAUSEN-STR.;36B;2
GRIMMELSHAUSENSTR.;28;2
LIEVERGESBERG;;2
GEREONSKLOSTER;16-18;2
CLEVISCHER RING;103;2
AUGUST-STRINDBERG-STR.;10-18;2
HERBIGSTR.;5;2
AACHENER STR.;1393;2
KARTÄUSERHOF;40;2
EINTRACHTSTR.;91;2
GRIMMSTR.;11-13;2
HÄNDELSTR.;28;2
HÄNDELSTR.;29;2
DEUTZER FREIHEIT;96;2
AUGUSTSTR.;52;2
ALTENBERGER STR.;18;2
BIRRESBORNER STR.;5;2
ERLENWEG;29-31;2
HÜLTZSTR.;38-40;2
KARTÄUSERHOF;5;2
LILIENWEG;41;2
AUGUSTSTR.;50;2
DÜNNWALDER STR.;8;2
LILIENWEG;43-45;2
AUGUSTSTR.;48;2
BRÜSSELER PLATZ;21;2
ALTENBERGER STR.;15-17;2
GELDERNSTR.;96;2
KARTÄUSERHOF;7-9;2
BIRRESBORNER STR.;38;2
AUGUSTSTR.;45;2
KARTÄUSERWALL;1;2
HÜLTZSTR.;6-10;2
AACHENER STR.;75A;2
CLEVER STR.;8;2
AUGUSTSTR.;31-33;2
BIRRESBORNER STR.;36;2
DÜNNWALDER STR.;60/62;2
LIMBURGER STR.;12-14;2
AUGUSTSTR.;2C;2
HÜLTZSTR.;8;2
LIMBURGER STR.;1/3;2
BIRRESBORNER STR.;30;2
KARTÄUSERWALL;16/18;2
KARTÄUSERWALL;17;2
GILGAUSTR.;79;2
ESCHER STR.;60;2
LIMBURGER STR.;15/17;2
HUMBOLDTSTR.;10;2
HUMBOLDTSTR.;100;2
HUMBOLDTSTR.;102;2
BIRRESBORNER STR.;17;2
ADAMSSTR.;83;2
HUMBOLDTSTR.;12;2
BIRRESBORNER STR.;15C;2
HUMBOLDTSTR.;1-3;2
ALTE FISCHENICHER STR.;9;2
LIMBURGER STR.;19-17;2
KARTÄUSERWALL;22-24;2
ALTE FISCHENICHER STR.;32;2
LIMBURGER STR.;20-22;2
AUGUST-HORCH-STR.;6A;2
HERBRANDSTR.;21;2
BRÜSSELER PLATZ;19;2
LIMBURGER STR.;22-24;2
ALTE BURGSTR.;2;2
KARTÄUSERWALL;24-26;2
CLEVER STR.;35/37;2
HERBRANDSTR.;3-1;2
DEUTZER FREIHEIT;89;2
LIMBURGER STR.;2-4;2
LIMBURGER STR.;24-22;2
MAINAUSTR.;1;2
HÄNDELSTR.;47-49;2
ALTEBURGER WALL;8 A;2
CLEVER STR.;32B;2
BIRKENWEG PE;;2
HUMBOLDTSTR.;22-24;2
KARTÄUSERWALL;25-27;2
AUGUST-HORCH-STR.;1;2
BIRKENWEG PE;1;2
KARTÄUSERWALL;27-29;2
BIRKENWEG HK;48;2
AACHENER STR.;71;2
BIRKENWEG HK;3;2
ELSDORFER GASSE;34;2
KARTÄUSERWALL;28A;2
LIMBURGER STR.;33;2
LUXEMBURGER STR.;311/313;2
ERLENWEG;13;2
KARTÄUSERWALL;28B/C/D;2
GROLMANSTR.;1-3;2
HUMBOLDTSTR.;29;2
AUGUST-HAAS-STR.;15-21;2
GROLMANSTR.;19;2
ALTEBURGER STR.;8-12;2
CLEVER STR.;29;2
AUGUST-HAAS-STR.;14;2
AUGUST-HAAS-STR.;13;2
FÜRST-PÜCKLER-STR.;1;2
AUGUSTE-KOWALSKI-STR.;98;2
LIMBURGER STR.;5-3;2
AUGUSTE-KOWALSKI-STR.;92;2
MACHABÄERSTR.;61;2
AUGUSTE-KOWALSKI-STR.;90;2
LIMBURGER STR.;6-4;2
KARTÄUSERWALL;32;2
ERLENWEG;11A-13;2
GILSONSTR.;22;2
LUSTHEIDER STR.;22;2
ALTEBURGER STR.;58;2
DÜNNWALDER STR.;5;2
AUGUSTE-KOWALSKI-STR.;88;2
HERDERSTR.;16;2
MACHABÄERSTR.;62;2
KARTÄUSERWALL;36;2
GÖRLITZER STR.;4;2
LINA-BOMMER-WEG;6;2
LINA-BOMMER-WEG;7;2
AUGUSTE-KOWALSKI-STR.;7;2
AUGUSTE-KOWALSKI-STR.;66;2
GÖRLITZER STR.;6;2
LÜTZOWSTR.;39;2
HUMBOLDTSTR.;6;2
GELDORPSTR.;1-3;2
LUISENWEG;;2
LINDENALLEE;28;2
AUGUSTE-KOWALSKI-STR.;5;2
GELDORPSTR.;2;2
GÖRRESSTR.;11;2
FRIESENSTR.;68;2
GÖRRESSTR.;11/13;2
EIFELSTR.;42;2
HERDERSTR.;2-6;2
HANS-ABRAHAM-OCHS-WEG;;2
ALTEBURGER STR.;52-54;2
BIRKENALLEE JU;10;2
GRONAUER STR.;1;2
ALTEBURGER STR.;50-52;2
AUGUSTE-KOWALSKI-STR.;3;2
ALTEBURGER STR.;48-50;2
AUGUSTE-KOWALSKI-STR.;29;2
GÖRRESSTR.;13;2
ALTEBURGER STR.;45-47;2
HERDERSTR.;33-35;2
ALTEBURGER STR.;39;2
ALTEBURGER STR.;38-40;2
ALTEBURGER STR.;379;2
CLEVER STR.;12;2
CLEVER STR.;10;2
HUMMELSBERGSTR.;2;2
GÖRRESSTR.;14;2
AUGUSTE-KOWALSKI-STR.;23;2
LINDENBORNSTR.;28;2
BINDINGSTR.;12;2
AUGUSTE-KOWALSKI-STR.;20;2
GRONAUER STR.;11;2
LINDENBORNSTR.;36;2
HUMPERDINCKSTR.;3;2
AUGUSTE-KOWALSKI-STR.;19;2
HUMPERDINCKSTR.;4;2
GÖRRESSTR.;2;2
HANSARING;102/104;2
CLEMENSSTR.;33/35;2
AUGUSTASTR. RO;5;2
KASEMATTENSTR.;18-20;2
BRUNOSTR.;26-28A;2
KASEMATTENSTR.;18-22;2
AUGUSTASTR. RO;11;2
HANSARING;111-113;2
ALTEBURGER STR.;33-35;2
LINDENBURGER ALLEE;20-22;2
HERDERSTR.;50;2
GRONAUER STR.;13;2
GRONAUER STR.;13-15;2
MAINZER STR.;1/3;2
BIGGESTR.;3;2
KASEMATTENSTR.;8-10;2
GRONAUER STR.;14;2
LINDENBURGER ALLEE;32;2
BIGGESTR.;19;2
AKAZIENWEG;85;2
ENGELBERTSTR.;61;2
AACHENER GLACISS;25-28;2
LINDENBURGER ALLEE;40;2
HERDERSTR.;58-60;2
CLEMENSSTR.;27-29;2
BRUNOSTR.;25;2
AUGUSTASTR.;4-6;2
HERDERSTR.;62-64;2
LINDENBURGER ALLEE;7;2
BIESTERFELDSTR.;3;2
HERDERSTR.;65;2
ALTEBURGER STR.;299;2
GINSTERPFAD;24;2
HERDERSTR.;67;2
AACHENER STR.;1360;2
LINDENHOF;13-14;2
HERDERSTR.;68;2
BIESFELDER STR.;6;2
ALTEBURGER STR.;290-298;2
AUGUSTASTR.;33;2
ALTEBURGER STR.;290;2
KASINOSTR.;1-1A;2
HÜTTENSTR.;10-12;2
ELSASSSTR.;8-10;2
BRUNOSTR.;19/21;2
CLEMENSSTR.;23-25;2
AUGUSTASTR.;20;2
ALTEBURGER STR.;280;2
HÜTTENSTR.;13;2
AUGUSTASTR.;17;2
HANSARING;123-125;2
LUDWIG-JAHN-STR. WE;56-58;2
HÜTTENSTR.;16;2
CLEMENSSTR.;10;2
BIESELWEG;3;2
ALTEBURGER STR.;272;2
AUGSBURGER STR.;3;2
HÜTTENSTR.;20;2
KASPAR-DÜPPES-STR.;1-3;2
HÜTTENSTR.;21;2
AUF DER VIERZIG;48;2
LINDENSTR.;21-23;2
DEUTZER FREIHEIT;83-87;2
DÜNNWALDER STR.;41;2
ESCHENBACHSTR.;35;2
GEREONSMÜHLENGASSE;17;2
KASPAR-DÜPPES-STR.;58;2
BRUNNENSTR.;5;2
LINDENSTR.;34-36;2
BIESELWEG;1;2
HERFORDER STR.;18A;2
ALTEBURGER STR.;248/250;2
HÜTTENSTR.;2/4;2
KASPARSTR.;10/12;2
KASPARSTR.;11;2
AUF DER SEEKANTE;12;2
ALTEBURGER STR.;244/246;2
GINSTERPFAD;44;2
ALTEBURGER STR.;24-26;2
GARTHESTR.;21;2
LUSTHEIDER STR.;32;2
LINDENSTR.;50;2
ÄGIDIUSSTR.;67-71;2
LINDENSTR.;51-53;2
ALTEBURGER STR.;236;2
LUXEMBURGER STR.;317-319;2
KASPARSTR.;16;2
AUF DER RUHR WSS;69;2
GEREONSMÜHLENGASSE;23;2
LINDENSTR.;53-55;2
GINSTERPFAD;50;2
KASPARSTR.;19-21;2
ALTEBURGER STR.;22-24;2
ALTEBURGER STR.;222-220;2
BIEGERSTR.;24/26;2
GINSTERPFAD;58;2
KASPARSTR.;20-24;2
BRUNNENSTR.;3;2
CLAUDIUS-DORNIER-STR.;32;2
BIEGERSTR.;19;2
KASPARSTR.;22-24;2
DEUTZER FREIHEIT;78/80;2
LINDENSTR.;59-61;2
BIEGERSTR.;15-17;2
ALTEBURGER STR.;217;2
AUF DER RUHR;69;2
BIBERSTR.;8;2
GOSWIN-PETER-GATH-STR.;1;2
LINDENSTR.;65-67;2
KASPARSTR.;26;2
EDENKOBENER STR.;9;2
KASPARSTR.;31;2
LINDENSTR.;69-71;2
ALTEBURGER STR.;206;2
KASPARSTR.;33;2
ADAMSSTR.;79;2
BIBERSTR.;53;2
ALTEBURGER STR.;205-207;2
LINDENSTR.;75-77;2
GIRLITZWEG;28;2
MACHABÄERSTR.;68;2
BIBERSTR.;4;2
AACHENER STR.;1353-1355;2
LINDENSTR.;82;2
ALTEBURGER STR.;204;2
AUF DER RUHR;1;2
HANSARING;149-151;2
CLAUDIUS-DORNIER-STR.;28-30;2
ALTEBURGER STR.;198;2
ALTEBURGER STR.;196;2
HERIBERTUSSTR.;8/10;2
BIBERSTR.;35;2
CLAUDIUS-DORNIER-STR.;26;2
CLAUDIUS-DORNIER-STR.;24;2
LUXEMBURGER STR.;319-319A;2
LINDENSTR.;89-93;2
ADAMSSTR.;78/76;2
CLAUDIUS-DORNIER-STR.;18;2
AUF DER KAISERBITZ;2A;2
DEUTZER FREIHEIT;76;2
ALTEBURGER STR.;17;2
ALTEBURGER STR.;16/18;2
GOSWIN-PETER-GATH-STR.;4;2
ALTEBURGER STR.;149;2
LINDENSTR.;97-99;2
DÜNNWALDER STR.;34;2
EIFELSTR.;2A;2
HANSARING;18-20;2
IBSENSTR.;5;2
MACHABÄERSTR.;7;2
EINTRACHTSTR.;71-73;2
KASPARSTR.;6-4A;2
LINDENTHALGÜRTEL;100A;2
LINDENTHALGÜRTEL;101;2
IBSENSTR.;8-10;2
BRUNKENSTEINSTR.;13;2
LINDENTHALGÜRTEL;11B;2
LINDENTHALGÜRTEL;15;2
BRUNHILDPLATZ;7;2
HANSARING;19-21;2
AUF DER JÜCHEN;14;2
AUF DER JÜCHEN;11;2
IDASTR.;31;2
DÜNNWALDER STR.;29;2
LINDENTHALGÜRTEL;15D-17;2
HERKULESSTR.;35;2
GÖTEBORGSTR.;5;2
AKAZIENWEG PO;14;2
BRUNHILDPLATZ;17;2
KASPARSTR. PO;60;2
ALTEBURGER STR.;103 A/B;2
FROHNHOFSTR.;1;2
ADAMSSTR.;72;2
DÜNNWALDER STR.;23-25;2
GARTHESTR.;23;2
DÜNNWALDER STR.;17/19;2
HANSARING;25;2
ADOLF-GRIMME-ALLEE;9;2
KASSELER STR.;16;2
IDASTR.;46/48;2
DÜNNWALDER STR.;16;2
AUF DER BUDE;21;2
ALTE APOTHEKE;2;2
AACHENER STR.;1349/1351;2
BIBERSTR.;24;2
LÜTZOWSTR.;5-7;2
HERKULESSTR.;91;2
AUF DER BUDE;1-3;2
BIBERSTR.;23-29;2
EIFELSTR.;22-24;2
LINDENTHALGÜRTEL;37;2
LINDENTHALGÜRTEL;39;2
BIBERSTR.;20;2
CLASSEN-KAPPELMANN-STR.;43;2
ENGELBERTSTR.;55-57;2
AEGIDIENBERGER STR.;32;2
IGELWEG;10;2
LINDENTHALGÜRTEL;44-46;2
LUXEMBURGER STR.;320-322;2
IGELWEG;9-9A;2
LINDENTHALGÜRTEL;48-50;2
EINTRACHTSTR.;67-65;2
ALSENSTR.;7-9;2
HANSARING;28;2
FROHNHOFSTR.;109;2
HERKULESSTR.;99;2
KATHARINA-HENOT-STR.;4;2
IGNYSTR.;18;2
AACHENER STR.;65;2
IGNYSTR.;2;2
ALSENSTR.;25-27;2
CLASSEN-KAPPELMANN-STR.;39-41;2
MACHABÄERSTR.;71-73;2
IGNYSTR.;2/4;2
AUF DEM VIERTELCHEN;4;2
HANSARING;31;2
LINDENTHALGÜRTEL;61;2
ALSENSTR.;10;2
BRUKTERERSTR.;6-4;2
HERLER RING;28;2
LINDENTHALGÜRTEL;66-68;2
IGNYSTR.;4;2
LINDENTHALGÜRTEL;68-72;2
LINDENTHALGÜRTEL;70;2
GARTHESTR.;25;2
DEUTZER FREIHEIT;70-72;2
BRUKTERERSTR.;1/3;2
LINDENTHALGÜRTEL;72-74;2
LINDENTHALGÜRTEL;73-75;2
AUF DEM STREITACKER;5-15;2
ADAMSSTR.;70;2
AACHENER STR.;1287;2
DEUTZER FREIHEIT;68/70;2
AEGIDIENBERGER STR.;27;2
HERLER STR.;1-13;2
AACHENER STR.;647;2
GEREONSTR.;14;2
GEREONSTR.;15-13;2
LINDENTHALGÜRTEL;81-83;2
ALPENROSENWEG;4 A;2
BRÜHLER STR.;99;2
ALPENROSENWEG;1/3;2
ALPENROSENWEG;1-3;2
FROHNHOFSTR.;111;2
EIFELSTR.;10;2
ALPENERSTR.;9;2
ALPENERSTR.;7;2
AHRSTR. LÖ;;2
KÄTHE-KERNCHEN-STR.;65;2
ALPENERSTR.;4;2
ALPENERSTR.;3/5;2
KÄTHE-KERNCHEN-STR.;67;2
ALPENERSTR.;32-34;2
KÄTHE-KERNCHEN-STR.;69;2
LINDER HÖHE;;2
BRÜHLER STR.;95B;2
LINDER MAUSPFAD;175;2
LUXEMBURGER STR.;323-325;2
CLASSEN-KAPPELMANN-STR.;18-20;2
EDENKOBENER STR.;7;2
ADOLF-FISCHER-STR.;8-10;2
DEUTZER FREIHEIT;59/61;2
KÄTHE-KOLLWITZ-STR. ES;5;2
KÄTHE-KOLLWITZ-STR. ES;;2
AACHENER STR.;64/66;2
EDENKOBENER STR.;6-8;2
ADAMSSTR.;69;2
GRONAUER STR.;6;2
ILTISSTR.;111;2
KÄTHE-PAULUS-STR.;94;2
BRÜHLER STR.;90;2
HERLER STR.;37;2
BEVINGSWEG;18;2
ERLENHOFSTR.;26;2
BEVINGSWEG;13;2
ALPENERSTR.;28;2
LINDLARER STR.;12;2
KÄTHE-SCHLECHTER-STR.;1A;2
KÄTHE-SCHLECHTER-STR.;1A-1B;2
DÜNNWALDER MAUSPFAD;371;2
BEUELSWEG;6;2
HERLER STR.;45;2
AUF DEM STREITACKER;12;2
ALPENERSTR.;24;2
HERLER STR.;4-6;2
ALPENERSTR.;11;2
LINDWEILERWEG;88;2
AUF DEM STREITACKER;10;2
GEREONSTR.;15-29;2
GOTENRING;22-24;2
CLARENBACHSTR.;245;2
BEUELSWEG;29;2
HANSARING;43-45;2
ALOEWEG;73;2
HERLER STR.;78-80;2
KATTOWITZER STR.;26;2
EIFELSTR.;1;2
KATTOWITZER STR.;30;2
LINNICHER STR.;64;2
GARTHESTR.;28;2
LUKASSTR.;12-14;2
ALOEWEG;37;2
ALOEWEG;34;2
KATTOWITZER STR.;35;2
ALOEWEG;26;2
LINTGASSE;11;2
ESCHENBACHSTR.;23;2
AUF DEM STALLBERG;3;2
ILTISSTR.;135;2
BRÜHLER STR.;82-86;2
LINTGASSE;18;2
GRONAUSTR.;1-3;2
BRÜHLER STR.;81;2
DEUTZER FREIHEIT;51/53-57;2
ILTISSTR.;142-144;2
ENZIANWEG;18;2
ALLERSTR.;2-4;2
HERMANN-BECKER-STR.;15;2
HANSARING;47-49;2
LINTGASSE;8;2
GLADBACHER STR.;15-17;2
HANSARING;49-55;2
KÄULCHENSWEG;37;2
ADAMSSTR.;52-54;2
ALLERSTR.;14;2
CLARENBACHSTR.;239;2
BERTRAMSTR.;9-11;2
LINZER STR.;33;2
LINZER STR.;35;2
KÄULCHENSWEG;44;2
GRONAUSTR.;26;2
HANSARING;51-53;2
EIFELPLATZ;1B;2
ILTISSTR.;160;2
BERTRAMSTR.;86-88;2
