strasse;hausnummer;Latitude;Longitude
ACKERSTR.;116;50.96133;7.01783
ACKERSTR.;16;50.95571;7.01283
ACKERSTR.;18;50.95583;7.01294
ACKERSTR.;2;50.95663;7.01426
ACKERSTR.;20;50.95593;7.01304
ACKERSTR.;20-22;50.95593;7.01304
ACKERSTR.;21;50.95955;7.01636
ACKERSTR.;22;50.95634;7.0135
ACKERSTR.;2-2E;50.95663;7.01426
ACKERSTR.;24;50.95656;7.01375
ACKERSTR.;24-26;50.95656;7.01375
ACKERSTR.;26;50.95656;7.01375
ACKERSTR.;28;50.95678;7.014
ACKERSTR.;2E;50.95663;7.01426
ACKERSTR.;34-36;50.95701;7.01428
ACKERSTR.;34-38;50.95701;7.01428
ACKERSTR.;38;50.95712;7.0144
ACKERSTR.;42;50.95727;7.01459
ACKERSTR.;42-44;50.95727;7.01459
ACKERSTR.;44;50.95741;7.01475
ACKERSTR.;4424;50.95955;7.01636
ACKERSTR.;46;50.95768;7.01516
ACKERSTR.;50;50.95795;7.01538
ACKERSTR.;6;50.95504;7.01283
ACKERSTR.;78;50.95905;7.01621
ACKERSTR.;8;50.95517;7.01271
ACKERSTR.;8-10;50.95517;7.01271
ACKERSTR.;9;50.96263;7.01958
ACKERSTR.;92;50.95954;7.01686
ACKERSTR.;ALDI;50.95955;7.01636
ACKERSTR.;;50.95955;7.01636
ACKERWINDE;11;50.93433;6.85877
ADALBERT-STIFTER-STR.;12;50.97289;7.04523
ADALBERT-STIFTER-STR.;13;50.97247;7.04405
ADALBERT-STIFTER-STR.;3;50.97263;7.04528
ADALBERT-STIFTER-STR.;5;50.97258;7.04495
ADALBERT-STIFTER-STR.;;50.97265;7.04484
ADALBERT-STIFTER-WEG;;50.88837;7.00792
ADALBERTSTR.;1;50.93996;7.02809
ADALBERTSTR.;10;50.93941;7.02738
ADALBERTSTR.;11;50.93923;7.02825
ADALBERTSTR.;11-15;50.93923;7.02825
ADALBERTSTR.;12;50.93941;7.02712
ADALBERTSTR.;13;50.93905;7.02827
ADALBERTSTR.;13-15;50.93905;7.02827
ADALBERTSTR.;14;50.93905;7.02733
ADALBERTSTR.;15;50.93886;7.02828
ADALBERTSTR.;16;50.93906;7.02761
ADALBERTSTR.;18;50.93903;7.02786
ADALBERTSTR.;19;50.93933;7.02715
ADALBERTSTR.;2;50.94004;7.02783
ADALBERTSTR.;24;50.93903;7.02783
ADALBERTSTR.;2A;50.93992;7.02784
ADALBERTSTR.;3;50.93988;7.02809
ADALBERTSTR.;3A;50.93981;7.0281
ADALBERTSTR.;4;50.93971;7.02779
ADALBERTSTR.;5;50.93972;7.02811
ADALBERTSTR.;6;50.93959;7.0278
ADALBERTSTR.;6-8;50.93959;7.0278
ADALBERTSTR.;7;50.93961;7.02817
ADALBERTSTR.;8;50.93947;7.02781
ADALBERTSTR.;9;50.93951;7.02818
ADALBERTSTR.;9-15;50.93951;7.02818
ADALBERTSTR.;OLPENER STR 186;50.94027;7.02793
ADALBERTSTR.;;50.93933;7.02715
ADAM-LINDEN-STR.;15;50.89604;7.07656
ADAM-LINDEN-STR.;17;50.89601;7.07648
ADAM-LINDEN-STR.;17-15;50.89601;7.07648
ADAM-LINDEN-STR.;17-19;50.89601;7.07648
ADAM-LINDEN-STR.;19;50.896;7.07639
ADAM-LINDEN-STR.;21;50.89611;7.07606
ADAM-LINDEN-STR.;21-23;50.89611;7.07606
ADAM-LINDEN-STR.;23;50.89605;7.07608
ADAM-LINDEN-STR.;9;50.89603;7.07705
ADAM-LINDEN-STR.;;50.8957;7.07649
ADAM-RIESE-STRASSE;17;50.8696;6.98689
ADAM-RIESE-STRASSE;;50.8696;6.98689
ADAMSSTR.;1;50.96294;7.00332
ADAMSSTR.;12;50.96315;7.00364
ADAMSSTR.;14-18;50.96351;7.00383
ADAMSSTR.;15;50.96381;7.00378
ADAMSSTR.;16;50.96345;7.0038
ADAMSSTR.;16-18;50.96345;7.0038
ADAMSSTR.;16/18;50.96351;7.00383
ADAMSSTR.;16-22;50.96345;7.0038
ADAMSSTR.;18;50.96351;7.00383
ADAMSSTR.;1A;50.96286;7.00329
ADAMSSTR.;2;50.96472;7.00437
ADAMSSTR.;20-22;50.9636;7.00388
ADAMSSTR.;20/22;50.96366;7.00391
ADAMSSTR.;21;50.96413;7.00395
ADAMSSTR.;22;50.96366;7.00391
ADAMSSTR.;24;50.96373;7.00395
ADAMSSTR.;26;50.9638;7.00399
ADAMSSTR.;27;50.9646;7.00419
ADAMSSTR.;28-32;50.96389;7.00403
ADAMSSTR.;3;50.96299;7.00335
ADAMSSTR.;31;50.96485;7.00432
ADAMSSTR.;31-33;50.96485;7.00432
ADAMSSTR.;33;50.96495;7.00438
ADAMSSTR.;34/36;50.96416;7.00417
ADAMSSTR.;3-5;50.96299;7.00335
ADAMSSTR.;36;50.96416;7.00417
ADAMSSTR.;37;50.96511;7.00446
ADAMSSTR.;39;50.96518;7.0045
ADAMSSTR.;4;50.96472;7.00437
ADAMSSTR.;40A;50.96452;7.00436
ADAMSSTR.;41;50.96524;7.00453
ADAMSSTR.;41-43;50.96524;7.00453
ADAMSSTR.;47;50.96545;7.00464
ADAMSSTR.;47-51;50.96545;7.00464
ADAMSSTR.;5;50.96307;7.0034
ADAMSSTR.;51;50.96571;7.00431
ADAMSSTR.;52-54;50.96579;7.00503
ADAMSSTR.;52-56;50.96579;7.00503
ADAMSSTR.;53;50.96567;7.00475
ADAMSSTR.;55;50.96578;7.00481
ADAMSSTR.;57;50.96589;7.00487
ADAMSSTR.;5-7;50.96307;7.0034
ADAMSSTR.;67;50.96617;7.00501
ADAMSSTR.;68;50.96644;7.00537
ADAMSSTR.;69;50.9663;7.00508
ADAMSSTR.;7;50.96314;7.00343
ADAMSSTR.;70;50.96651;7.0054
ADAMSSTR.;72;50.96659;7.00544
ADAMSSTR.;78/76;50.96673;7.00552
ADAMSSTR.;79;50.96676;7.00532
ADAMSSTR.;7A;50.96324;7.00349
ADAMSSTR.;7 A;50.96314;7.00343
ADAMSSTR.;80;50.9669;7.0056
ADAMSSTR.;81;50.96686;7.00537
ADAMSSTR.;81-83;50.96686;7.00537
ADAMSSTR.;83;50.96694;7.00541
ADAMSSTR.;JULIUS-BAU STR;50.96342;7.00373
ADAMSSTR.;;50.96472;7.00437
ADAM-STEGERWALD-STR.;1;50.95052;6.98899
ADAM-STEGERWALD-STR.;11;50.95021;6.99167
ADAM-STEGERWALD-STR.;11-17;50.95021;6.99167
ADAM-STEGERWALD-STR.;16;50.94973;6.99175
ADAM-STEGERWALD-STR.;16-36;50.94973;6.99175
ADAM-STEGERWALD-STR.;17;50.95058;6.992
ADAM-STEGERWALD-STR.;19;50.95007;6.9921
ADAM-STEGERWALD-STR.;19-29;50.95007;6.9921
ADAM-STEGERWALD-STR.;2;50.94998;6.99057
ADAM-STEGERWALD-STR.;21;50.9502;6.99221
ADAM-STEGERWALD-STR.;21/23;50.95031;6.99232
ADAM-STEGERWALD-STR.;23;50.95031;6.99232
ADAM-STEGERWALD-STR.;25;50.95044;6.99243
ADAM-STEGERWALD-STR.;27;50.95012;6.99272
ADAM-STEGERWALD-STR.;27C/27D;50.95012;6.99272
ADAM-STEGERWALD-STR.;27E;50.95023;6.9926
ADAM-STEGERWALD-STR.;27G;50.95033;6.9927
ADAM-STEGERWALD-STR.;27H;50.95037;6.99274
ADAM-STEGERWALD-STR.;28;50.9497;6.99229
ADAM-STEGERWALD-STR.;29;50.95033;6.99288
ADAM-STEGERWALD-STR.;3;50.95043;6.98912
ADAM-STEGERWALD-STR.;31;50.95;6.99316
ADAM-STEGERWALD-STR.;52;50.94998;6.99057
ADAM-STEGERWALD-STR.;6;50.94998;6.99057
ADAM-STEGERWALD-STR.;7;50.95036;6.98946
ADAM-STEGERWALD-STR.;GAUSSSTR.;50.95088;6.99323
ADAM-STEGERWALD-STR.;;50.94998;6.99057
ADAMSTR.;1;50.89322;6.99232
ADAMSTR.;12;50.89288;6.99121
ADAMSTR.;15;50.8927;6.9911
ADAMSTR.;16-18;50.8928;6.99102
ADAMSTR.;18;50.89275;6.99089
ADAMSTR.;1A;50.89322;6.99232
ADAMSTR.;20;50.89271;6.9908
ADAMSTR.;21;50.89229;6.99078
ADAMSTR.;22;50.8926;6.99054
ADAMSTR.;26;50.89269;6.99017
ADAMSTR.;27;50.89234;6.99027
ADAMSTR.;36-38;50.89293;6.99143
ADAMSTR.;4;50.8932;6.99198
ADAMSTR.;5;50.89301;6.99187
ADAMSTR.;53;50.89293;6.99143
ADAMSTR.;57;50.89293;6.99143
ADAMSTR.;5-7;50.89301;6.99187
ADAMSTR.;5/7;50.89301;6.99187
ADAMSTR.;76-78;50.89293;6.99143
ADAMSTR.;8;50.89307;6.99166
ADAMSTR.;;50.89293;6.99143
ADAM-WREDE-STR.;10;50.96001;6.96336
ADAM-WREDE-STR.;12;50.95987;6.96335
ADAM-WREDE-STR.;2;50.96056;6.96332
ADAM-WREDE-STR.;6;50.96029;6.96335
ADAM-WREDE-STR.;6-8;50.96029;6.96335
ADAM-WREDE-STR.;8;50.96016;6.96334
ADAM-WREDE-STR.;;50.96045;6.96353
ADELMUTSTR.;;50.86773;7.05117
ADLERSTR;1;50.87742;6.96114
ADLERSTR;12;50.87681;6.96159
ADLERSTR;14;50.87651;6.96238
ADLERSTR;16;50.87643;6.96261
ADLERSTR;18;50.8763;6.96308
ADLERSTR;;50.87627;6.96362
ADLERSTR.;16;50.87643;6.96261
ADLERWEG;1;50.95618;6.88694
ADLERWEG;1B;50.95618;6.88694
ADLERWEG;2;50.95567;6.88722
ADLERWEG;2A;50.95566;6.88755
ADLERWEG;30;50.95799;6.88736
ADLERWEG;;50.95719;6.88715
ADOLF-FISCHER-STR.;10;50.94708;6.94887
ADOLF-FISCHER-STR.;2;50.94683;6.94912
ADOLF-FISCHER-STR.;2-4;50.94683;6.94912
ADOLF-FISCHER-STR.;2/4;50.94687;6.94908
ADOLF-FISCHER-STR.;2-6;50.94683;6.94912
ADOLF-FISCHER-STR.;6;50.94693;6.94902
ADOLF-FISCHER-STR.;8;50.947;6.94895
ADOLF-FISCHER-STR.;8-10;50.947;6.94895
ADOLF-FISCHER-STR.;;50.94708;6.94874
ADOLF-GRIMME-ALLEE;3;50.98621;6.89071
ADOLF-GRIMME-ALLEE;4;50.9852;6.89016
ADOLF-GRIMME-ALLEE;8;50.98596;6.891
ADOLF-GRIMME-ALLEE;9;50.98592;6.8907
ADOLF-GRIMME-ALLEE;;50.98592;6.8907
ADOLF-KALSBACH-STRASSE;42;50.8411;7.07229
ADOLF-KOBER-STR.;1;50.98382;6.99534
ADOLF-KOBER-STR.;11-13;50.98312;6.99645
ADOLF-KOBER-STR.;12;50.98291;6.99616
ADOLF-KOBER-STR.;15;50.98267;6.9974
ADOLF-KOBER-STR.;17;50.98254;6.99758
ADOLF-KOBER-STR.;19;50.98242;6.99775
ADOLF-KOBER-STR.;3;50.9837;6.99552
ADOLF-KOBER-STR.;56;50.98194;6.9981
ADOLF-KOBER-STR.;6;50.98315;6.99556
ADOLF-KOBER-STR.;9;50.98324;6.99627
ADOLF-KOBER-STR.;;50.98269;6.99689
ADOLPH-KOLPING-STR.;10;50.85862;7.08746
ADOLPH-KOLPING-STR.;12;50.85864;7.08756
ADOLPH-KOLPING-STR.;15;50.85868;7.08693
ADOLPH-KOLPING-STR.;16;50.85867;7.08784
ADOLPH-KOLPING-STR.;17;50.85869;7.087
ADOLPH-KOLPING-STR.;20;50.85871;7.08812
ADOLPH-KOLPING-STR.;37;50.85913;7.08924
ADOLPH-KOLPING-STR.;39;50.85906;7.08967
ADOLPH-KOLPING-STR.;40;50.85893;7.0901
ADOLPH-KOLPING-STR.;40-42;50.85893;7.0901
ADOLPH-KOLPING-STR.;42;50.859;7.09043
ADOLPH-KOLPING-STR.;42-40;50.859;7.09043
ADOLPH-KOLPING-STR.;42-44;50.859;7.09043
ADOLPH-KOLPING-STR.;44;50.85904;7.09067
ADOLPH-KOLPING-STR.;44-42;50.85904;7.09067
ADOLPH-KOLPING-STR.;44-46;50.85904;7.09067
ADOLPH-KOLPING-STR.;46;50.85908;7.0909
ADOLPH-KOLPING-STR.;62;50.85914;7.09121
ADOLPH-KOLPING-STR.;64;50.8592;7.09156
ADOLPH-KOLPING-STR.;8;50.8586;7.08727
ADOLPH-KOLPING-STR.;;50.85891;7.08912
ADOLPHSTR.;1;50.93525;6.97399
ADOLPHSTR.;11;50.93529;6.97523
ADOLPHSTR.;13;50.9353;6.97534
ADOLPHSTR.;16;50.93516;6.97455
ADOLPHSTR.;16A;50.93517;6.97474
ADOLPHSTR.;16 A;50.93516;6.97455
ADOLPHSTR.;18;50.93517;6.97482
ADOLPHSTR.;18-20;50.93517;6.97482
ADOLPHSTR.;20;50.93517;6.97492
ADOLPHSTR.;22;50.93518;6.97502
ADOLPHSTR.;22-24;50.93518;6.97502
ADOLPHSTR.;22/24;50.93518;6.97513
ADOLPHSTR.;22/26;50.93519;6.97531
ADOLPHSTR.;23;50.93542;6.97624
ADOLPHSTR.;23-25;50.93542;6.97624
ADOLPHSTR.;24;50.93518;6.97513
ADOLPHSTR.;2-4;50.93512;6.9735
ADOLPHSTR.;24-26;50.93518;6.97513
ADOLPHSTR.;24/26;50.93519;6.97531
ADOLPHSTR.;25;50.93544;6.97643
ADOLPHSTR.;25-27;50.93544;6.97643
ADOLPHSTR.;26;50.93519;6.97531
ADOLPHSTR.;27;50.93546;6.97671
ADOLPHSTR.;27-29;50.93546;6.97671
ADOLPHSTR.;27/29;50.93546;6.97687
ADOLPHSTR.;28-30;50.93519;6.97548
ADOLPHSTR.;29;50.93546;6.97687
ADOLPHSTR.;29-31;50.93546;6.97687
ADOLPHSTR.;29/31;50.93546;6.97702
ADOLPHSTR.;31;50.93546;6.97702
ADOLPHSTR.;3-1A;50.93528;6.97472
ADOLPHSTR.;33;50.93546;6.97722
ADOLPHSTR.;34;50.93516;6.97598
ADOLPHSTR.;34-36;50.93516;6.97598
ADOLPHSTR.;35;50.93546;6.97742
ADOLPHSTR.;3-5;50.93528;6.97482
ADOLPHSTR.;36;50.93519;6.97627
ADOLPHSTR.;36-38;50.93519;6.97627
ADOLPHSTR.;36/38;50.93521;6.97647
ADOLPHSTR.;38;50.93521;6.97647
ADOLPHSTR.;38-40;50.93521;6.97647
ADOLPHSTR.;38/40;50.93522;6.97668
ADOLPHSTR.;38-42;50.93521;6.97647
ADOLPHSTR.;4;50.93512;6.97365
ADOLPHSTR.;40;50.93522;6.97668
ADOLPHSTR.;40/38;50.93521;6.97647
ADOLPHSTR.;40-42;50.93522;6.97668
ADOLPHSTR.;40/42;50.93522;6.97668
ADOLPHSTR.;41;50.93527;6.97581
ADOLPHSTR.;42;50.93522;6.97668
ADOLPHSTR.;42-44;50.93522;6.97668
ADOLPHSTR.;42/44;50.93523;6.9769
ADOLPHSTR.;44;50.93523;6.9769
ADOLPHSTR.;44-46;50.93523;6.9769
ADOLPHSTR.;44/46;50.93523;6.97714
ADOLPHSTR.;46;50.93523;6.97714
ADOLPHSTR.;5;50.93528;6.97492
ADOLPHSTR.;52;50.93528;6.97749
ADOLPHSTR.;6;50.93513;6.97379
ADOLPHSTR.;73;50.93527;6.97581
ADOLPHSTR.;75;50.93527;6.97581
ADOLPHSTR.;77;50.93527;6.97581
ADOLPHSTR.;79;50.93527;6.97581
ADOLPHSTR.;7-9;50.93529;6.97508
ADOLPHSTR.;8-10;50.93516;6.97394
ADOLPHSTR.;83;50.93527;6.97581
ADOLPHSTR.;85;50.93527;6.97581
ADOLPHSTR.;;50.93527;6.97581
ADRIAN-MELLER-STR.;3-5;50.96386;6.82998
ADUCHTSTR.;1;50.9555;6.96484
ADUCHTSTR.;11;50.95614;6.9648
ADUCHTSTR.;111;50.95513;6.96501
ADUCHTSTR.;12;50.95598;6.96507
ADUCHTSTR.;1-3;50.9555;6.96484
ADUCHTSTR.;2;50.95546;6.9651
ADUCHTSTR.;3;50.9556;6.96483
ADUCHTSTR.;5;50.95567;6.96482
ADUCHTSTR.;6;50.9557;6.96509
ADUCHTSTR.;7;50.95583;6.96481
ADUCHTSTR.;8;50.95578;6.96508
ADUCHTSTR.;9;50.95597;6.96481
ADUCHTSTR.;9-11;50.95597;6.96481
ADUCHTSTR.;;50.95513;6.96501
AEGIDIENBERGER STR.;1;50.91674;6.93175
AEGIDIENBERGER STR.;10;50.91624;6.9306
AEGIDIENBERGER STR.;12;50.91599;6.93034
AEGIDIENBERGER STR.;12-14;50.91599;6.93034
AEGIDIENBERGER STR.;13;50.91604;6.93103
AEGIDIENBERGER STR.;13-15;50.91604;6.93103
AEGIDIENBERGER STR.;14;50.91585;6.9302
AEGIDIENBERGER STR.;15;50.91574;6.93074
AEGIDIENBERGER STR.;16;50.91568;6.93002
AEGIDIENBERGER STR.;18;50.91552;6.92986
AEGIDIENBERGER STR.;18-20;50.91552;6.92986
AEGIDIENBERGER STR.;19;50.91552;6.93051
AEGIDIENBERGER STR.;2;50.91672;6.93108
AEGIDIENBERGER STR.;20;50.9154;6.92974
AEGIDIENBERGER STR.;21;50.91543;6.9304
AEGIDIENBERGER STR.;25;50.9151;6.93008
AEGIDIENBERGER STR.;27;50.91502;6.92994
AEGIDIENBERGER STR.;32;50.91517;6.92954
AEGIDIENBERGER STR.;7;50.9165;6.9315
AEGIDIENBERGER STR.;7-9;50.9165;6.9315
AEGIDIENBERGER STR.;8;50.91636;6.93072
AEGIDIENBERGER STR.;8-10;50.91636;6.93072
AEGIDIENBERGER STR.;9;50.91635;6.93134
AEGIDIENBERGER STR.;;50.91598;6.93071
AELTGEN-DÜNWALD-STR.;1;51.00297;7.02292
AELTGEN-DÜNWALD-STR.;100;51.00318;7.02395
AELTGEN-DÜNWALD-STR.;13;51.00378;7.02256
AELTGEN-DÜNWALD-STR.;13-15;51.00378;7.02256
AELTGEN-DÜNWALD-STR.;15;51.00393;7.02247
AELTGEN-DÜNWALD-STR.;17;51.00408;7.02239
AELTGEN-DÜNWALD-STR.;17-19;51.00408;7.02239
AELTGEN-DÜNWALD-STR.;19;51.00421;7.02232
AELTGEN-DÜNWALD-STR.;19L21;51.00318;7.02395
AELTGEN-DÜNWALD-STR.;2;51.00266;7.02311
AELTGEN-DÜNWALD-STR.;21;51.00437;7.02223
AELTGEN-DÜNWALD-STR.;21-23;51.00437;7.02223
AELTGEN-DÜNWALD-STR.;23;51.0045;7.02215
AELTGEN-DÜNWALD-STR.;25;51.00469;7.02206
AELTGEN-DÜNWALD-STR.;25-29;51.00469;7.02206
AELTGEN-DÜNWALD-STR.;27;51.00482;7.02208
AELTGEN-DÜNWALD-STR.;29;51.00489;7.02223
AELTGEN-DÜNWALD-STR.;40;51.0025;7.02365
AELTGEN-DÜNWALD-STR.;41;51.00466;7.02259
AELTGEN-DÜNWALD-STR.;41KK;51.00466;7.02259
AELTGEN-DÜNWALD-STR.;43;51.00423;7.0228
AELTGEN-DÜNWALD-STR.;6;51.0023;7.02336
AELTGEN-DÜNWALD-STR.;65-75;51.00386;7.02407
AELTGEN-DÜNWALD-STR.;7;51.00336;7.0228
AELTGEN-DÜNWALD-STR.;81;51.00318;7.02369
AELTGEN-DÜNWALD-STR.;83;51.00329;7.02395
AELTGEN-DÜNWALD-STR.;85;51.00338;7.02414
AELTGEN-DÜNWALD-STR.;86;51.00318;7.02395
AELTGEN-DÜNWALD-STR.;9;51.00352;7.02272
AELTGEN-DÜNWALD-STR.;;51.00318;7.02395
AGGERSTR.;14;50.92563;7.01218
AGGERSTR.;28;50.92617;7.01262
AGGERSTR.;5;50.92526;7.01146
AGGERSTR.;;50.94666;6.82074
AGGERSTR. LÖ;33;50.9474;6.82184
AGGERWEG;14;50.89728;7.03082
AGGERWEG;14-16;50.89728;7.03082
AGGERWEG;15;50.89723;7.03112
AGGERWEG;17;50.89701;7.03094
AGGERWEG;8;50.89783;7.03099
AGGERWEG;;50.89809;7.03135
ÄGIDIUSSTR.;1;50.92063;6.92765
ÄGIDIUSSTR.;10;50.92103;6.92733
ÄGIDIUSSTR.;11;50.92106;6.92702
ÄGIDIUSSTR.;11-13;50.92106;6.92702
ÄGIDIUSSTR.;12;50.92109;6.92724
ÄGIDIUSSTR.;13;50.92112;6.92692
ÄGIDIUSSTR.;15;50.92119;6.92682
ÄGIDIUSSTR.;15-17;50.92119;6.92682
ÄGIDIUSSTR.;16;50.92117;6.92712
ÄGIDIUSSTR.;17;50.92125;6.92674
ÄGIDIUSSTR.;18;50.92124;6.92702
ÄGIDIUSSTR.;18-20;50.92124;6.92702
ÄGIDIUSSTR.;19;50.92133;6.92664
ÄGIDIUSSTR.;2;50.92067;6.92786
ÄGIDIUSSTR.;22-24;50.92133;6.92689
ÄGIDIUSSTR.;2A;50.92081;6.92764
ÄGIDIUSSTR.;3;50.92074;6.92748
ÄGIDIUSSTR.;30;50.92144;6.92672
ÄGIDIUSSTR.;30-32;50.92144;6.92672
ÄGIDIUSSTR.;32;50.92149;6.92666
ÄGIDIUSSTR.;37;50.92173;6.92604
ÄGIDIUSSTR.;37-39;50.92173;6.92604
ÄGIDIUSSTR.;38;50.92173;6.92631
ÄGIDIUSSTR.;38-40;50.92173;6.92631
ÄGIDIUSSTR.;39;50.92177;6.92598
ÄGIDIUSSTR.;39-41;50.92177;6.92598
ÄGIDIUSSTR.;4;50.92085;6.92759
ÄGIDIUSSTR.;40;50.9218;6.92621
ÄGIDIUSSTR.;41;50.92181;6.92592
ÄGIDIUSSTR.;42;50.92186;6.92612
ÄGIDIUSSTR.;43;50.92185;6.92586
ÄGIDIUSSTR.;44;50.92193;6.92601
ÄGIDIUSSTR.;45;50.92191;6.92578
ÄGIDIUSSTR.;47;50.92198;6.92568
ÄGIDIUSSTR.;5;50.92082;6.92736
ÄGIDIUSSTR.;50;50.92203;6.92588
ÄGIDIUSSTR.;54;50.92219;6.92566
ÄGIDIUSSTR.;60-62;50.86281;7.08894
ÄGIDIUSSTR.;66;50.92267;6.92493
ÄGIDIUSSTR.;66-68;50.92267;6.92493
ÄGIDIUSSTR.;67;50.92279;6.9245
ÄGIDIUSSTR.;67-69;50.92279;6.9245
ÄGIDIUSSTR.;67-71;50.92279;6.9245
ÄGIDIUSSTR.;68;50.92276;6.92481
ÄGIDIUSSTR.;69;50.92279;6.9245
ÄGIDIUSSTR.;7;50.9209;6.92724
ÄGIDIUSSTR.;71;50.92288;6.92437
ÄGIDIUSSTR.;71-73;50.92288;6.92437
ÄGIDIUSSTR.;72;50.9229;6.9246
ÄGIDIUSSTR.;72-74;50.9229;6.9246
ÄGIDIUSSTR.;73;50.92294;6.92428
ÄGIDIUSSTR.;74;50.92298;6.92448
ÄGIDIUSSTR.;7-9;50.9209;6.92724
ÄGIDIUSSTR.;8;50.92097;6.92742
ÄGIDIUSSTR.;8-10;50.92097;6.92742
ÄGIDIUSSTR.;;50.92157;6.92642
AGILOLFSTR.;1;50.9165;6.96269
AGILOLFSTR.;2;50.91635;6.96289
AGILOLFSTR.;2A;50.91635;6.96289
AGILOLFSTR.;3;50.91671;6.96284
AGILOLFSTR.;5;50.91683;6.96292
AGILOLFSTR.;6;50.91666;6.96308
AGILOLFSTR.;9;50.91653;6.9629
AGILOLFSTR.;;50.91653;6.9629
AGRIPPASTR.;10;50.93354;6.95535
AGRIPPASTR.;10-12;50.93354;6.95535
AGRIPPASTR.;10/12;50.93353;6.95512
AGRIPPASTR.;11;50.9334;6.95511
AGRIPPASTR.;1-11;50.9334;6.95603
AGRIPPASTR.;11-13;50.9334;6.95511
AGRIPPASTR.;11-7;50.9334;6.95511
AGRIPPASTR.;12;50.93353;6.95512
AGRIPPASTR.;13;50.9334;6.95488
AGRIPPASTR.;1-3;50.9334;6.95603
AGRIPPASTR.;13-11;50.9334;6.95488
AGRIPPASTR.;14;50.93353;6.95481
AGRIPPASTR.;1-5;50.9334;6.95603
AGRIPPASTR.;1/5;50.93339;6.95559
AGRIPPASTR.;16;50.93352;6.95464
AGRIPPASTR.;16-14;50.93352;6.95464
AGRIPPASTR.;1-9;50.9334;6.95603
AGRIPPASTR.;2;50.93329;6.95312
AGRIPPASTR.;3;50.93339;6.95582
AGRIPPASTR.;3-5;50.93339;6.95582
AGRIPPASTR.;37;50.9332;6.95306
AGRIPPASTR.;4;50.93329;6.95312
AGRIPPASTR.;4-6;50.93354;6.95574
AGRIPPASTR.;6;50.93354;6.95574
AGRIPPASTR.;7-11;50.9334;6.95534
AGRIPPASTR.;7-9;50.9334;6.95534
AGRIPPASTR.;7/9;50.9334;6.95534
AGRIPPASTR.;8;50.93354;6.95553
AGRIPPASTR.;83-97;50.93313;6.95207
AGRIPPASTR.;85;50.933;6.95079
AGRIPPASTR.;87-91;50.93287;6.94994
AGRIPPASTR.;87-93;50.93287;6.94994
AGRIPPASTR.;87.93;50.93287;6.94994
AGRIPPASTR.;89-93;50.93287;6.94994
AGRIPPASTR.;97-93;50.93287;6.94994
AGRIPPASTR.;;50.93329;6.95312
AGRIPPINAUFER;10;50.92115;6.96752
AGRIPPINAUFER;2;50.92172;6.96725
AGRIPPINAUFER;2-4;50.92172;6.96725
AGRIPPINAUFER;4;50.92153;6.96734
AGRIPPINAUFER;4-6;50.92153;6.96734
AGRIPPINAUFER;5;50.91666;6.97023
AGRIPPINAUFER;6;50.92138;6.96741
AGRIPPINAUFER;8;50.92125;6.96747
AGRIPPINAUFER;8-10;50.92125;6.96747
AGRIPPINAUFER;;50.91666;6.97023
AHORNSTR.;3;51.00112;6.85502
AHORNSTR.;55A;51.00062;6.85816
AHORNSTR.;6-8;51.0009;6.85538
AHORNSTR.;7;51.00121;6.85553
AHORNSTR.;;51.00109;6.85629
AHORNWEG;10;50.96796;6.83693
AHORNWEG;11;50.96806;6.83709
AHORNWEG;15;50.86679;6.99924
AHORNWEG;17;50.87901;7.10382
AHORNWEG;17-19;50.87901;7.10382
AHORNWEG;19;50.96052;6.89813
AHORNWEG;19-21;50.96052;6.89813
AHORNWEG;21;50.8791;7.10307
AHORNWEG;25;50.87924;7.10233
AHORNWEG;5;50.96772;6.83646
AHORNWEG;50;50.87962;7.10062
AHORNWEG;55;50.87946;7.09968
AHORNWEG;55A;50.87947;7.09959
AHORNWEG;5-7;50.9601;6.89952
AHORNWEG;7;50.9678;6.8366
AHORNWEG;;50.86708;6.99928
AHORNWEG PO;11;50.96806;6.83709
AHORNWEG PO;18;50.87914;7.10425
AHORNWEG PO;22;50.87919;7.10389
AHORNWEG PO;23;50.96062;6.8977
AHORNWEG PO;24;50.87931;7.10361
AHORNWEG PO;37;50.87932;7.10129
AHORNWEG PO;39;50.87944;7.10085
AHORNWEG PO;5;50.96772;6.83646
AHORNWEG PO;50;50.87962;7.10062
AHORNWEG PO;53A;50.87946;7.09978
AHORNWEG PO;54;50.87964;7.10011
AHORNWEG PO;55;50.87946;7.09968
AHORNWEG PO;55A;50.87947;7.09959
AHORNWEG PO;55 A;50.87946;7.09968
AHORNWEG PO;55B;50.87947;7.0995
AHORNWEG PO;5-7;50.9601;6.89952
AHORNWEG PO;61;50.87951;7.09854
AHORNWEG PO;63;50.87952;7.09824
AHORNWEG PO;68;50.87974;7.09833
AHORNWEG PO;7;50.9678;6.8366
AHORNWEG PO;7-5;50.96011;6.8995
AHORNWEG PO;7-9;50.96011;6.8995
AHORNWEG PO;8-12;50.96819;6.83735
AHORNWEG PO;9;50.96799;6.8368
AHORNWEG PO;;50.86708;6.99928
AHORNWEG WI;1;50.96745;6.83603
AHORNWEG WI;11;50.96806;6.83709
AHORNWEG WI;3;50.96763;6.83636
AHORNWEG WI;9A;50.96797;6.83681
ÄHRENWEG;15;50.9502;6.85447
AHRSTR. LÖ;;50.88252;6.99987
AHRWEILERSTR.;2;50.8983;6.96637
