strasse;hausnummer;anzahl bussgelder
KARL-BERBUER-PLATZ;;104
REITWEG;1;104
APOSTELNSTR.;4;104
EHRENSTR.;57;104
IM KLAPPERHOF;;104
DOMSTR.;;104
SÖMMERINGSTR.;2;104
VENLOER STR.;177;104
VON-WERTH-STR.;9-13;104
THUMBSTR.;;104
THIELENSTR.;;103
VON-QUADT-STR.;56;103
WALLSTR.;;103
ARNULFSTR.;14;103
NIEHLER STR.;72;103
PETERSTR.;27;103
MERHEIMER STR.;217;103
HÄNDELSTR.;53;103
LEONHARD-TIETZ-STR.;8;103
BIRRESBORNER STR.;;103
REMBRANDTSTR.;;103
FLANDRISCHE STR.;3-11;103
LUDWIG-GIES-STR.;1;103
GRASEGGERSTR.;91;103
MANTEUFFELSTR.;7;103
NEUMARKT;;103
AN DEN DOMINIKANERN;11-27;103
BONNER STR.;30;103
EICHSTR.;;103
NEUSSER STR.;71;102
NEUSSER STR.;216;102
REICHENSPERGERPLATZ;1A;102
LANDMANNSTR.;;102
GROSSE BRINKGASSE;2B;102
ALEMANNENSTR.;;102
CÄSARSTR.;;102
FRIEDRICH-KARL-STR.;107;102
LANDGRAFENSTR.;;102
KEMPENER STR.;26;102
LENAUSTR.;;102
QUIRINSTR.;;101
FRITZ-VOIGT-STR.;6;101
PFEILSTR.;25-27;101
KOLPINGPLATZ;3;101
BAYREUTHER STR.;;101
DOMSTR.;33;101
JAKOBSTR.;;101
MITTELSTR.;7;101
AACHENER STR.;555-557;101
FRÖBELSTR.;2;101
WEBERSTR.;;101
SIEGBURGER STR.;308/310;101
VON-QUADT-STR.;68;101
SCHWALBACHER STR.;59;101
VENLOER STR.;323;100
SUDERMANSTR.;10;100
BRÜDERSTR.;1;100
HUMBOLDTSTR.;44;100
MARTHA-MENSE-STR.;1;100
BERGISCHER RING;;100
DAGOBERTSTR.;3;100
AUF DEM BRAND;6;100
NEUSSER STR.;296-298;99
KEMPENER STR.;141;99
GUSTAV-RADBRUCH-STR.;4;99
MANTEUFFELSTR.;;99
FLEISCHMENGERGASSE;59;99
DEUTZER FREIHEIT;111;99
KENDENICHER STR.;;99
HERDERSTR.;;99
DEUTZER FREIHEIT;106;99
JAKOBSTR.;58;99
NEUSSER STR.;106;99
REISCHPLATZ;;99
AKAZIENWEG;82;99
ZUGWEG;;99
VENLOER STR.;308D;99
STORMSTR.;;99
WERTHMANNSTR.;2C;98
STEINWEG;12-14;98
SUDERMANSTR.;7-9;98
JAHNSTR.;1;98
KIELER STR.;;98
ROTHEHAUSSTR.;;98
HOMBURGER STR.;;98
NEUSSER STR.;186;98
JAKOBSTR.;2;98
LEONHARD-TIETZ-STR.;;98
SALZBURGER HOF;;98
KOMÖDIENSTR.;39;98
JAKOBSTR.;56-58;98
ENGELBERTSTR.;1;97
LUXEMBURGER STR.;;97
DEUTZER FREIHEIT;72-76;97
REGENTENSTR.;;97
ENGELBERTSTR.;31A;97
EWALDISTR.;1;97
NEUSSER STR.;49;97
MITTELSTR.;5;97
REMSCHEIDER STR.;72;97
VON-SANDT-PLATZ;;97
WÖRTHSTR.;10;97
ZÜLPICHER STR.;46;97
SPICHERNSTR.;24;96
WERTHMANNSTR.;22;96
TACITUSSTR.;;96
WOLFSSTR.;17-19;96
MARSPFORTENGASSE;6;96
EHRENSTR.;71;96
JAKOBSTR.;56;96
KIRCHSTR. RO;8;96
AUF DEM BERLICH;1;96
PETERSTR.;23-25;96
LUDWIG-GIES-STR.;10;96
AN DER ALTEN POST;;95
ESENBECKSTR.;;95
AN DER FUHR;;95
OSTSTR.;11-13;95
LEONHARD-TIETZ-STR.;6;95
HOHENFRIEDBERGSTR.;;95
CORKSTR.;23;95
ILTISSTR.;154;95
NEUSSER STR.;223;95
NAGELSCHMIEDGASSE;;95
BERGISCH GLADBACHER STR.;599;95
EHRENSTR.;65;95
NEUSSER STR.;308;95
IM DAU;16;95
BRAUNSTR.;;95
SIBELIUSSTR.;;95
WEYERTAL;111;94
ZÜLPICHER STR.;48;94
WILHELMSTR.;87;94
ZÜLPICHER STR.;240;94
BONNER STR.;19;94
NEUSSER STR.;5-7;94
PALMSTR.;34;94
LAURENZGITTERGÄSSCHEN;;94
ODENWALDSTR.;;94
KOBURGER PLATZ;6;94
PETER-WELTER-PLATZ;2;94
EHRENSTR.;61/63;94
KEMPENER STR.;46;94
EULENBERGSTR.;4-6;94
BERGSTR.;;94
GUSTAV-RADBRUCH-STR.;1;94
ROTHENBURGER STR.;1;94
KASPARSTR.;45;94
HOHENZOLLERNRING;50;94
BERNHARD-FEILCHENFELD-STR;11;93
ARNULFSTR.;21;93
LINDENSTR.;1;93
BRABANTER STR.;13;93
KREUTZERSTR.;;93
HUMBOLDTSTR.;;93
NEUSSER STR.;190-192;93
ALLENSTEINER STR.;;93
KUPFERGASSE;6-8;93
DEUTZER FREIHEIT;112;93
SCHNEEBERGSTR.;;93
ZÜLPICHER WALL;50;93
SUEVENSTR.;;93
UNKELSHOF;2B;93
VENLOER STR.;425A;93
WARTBURGSTR.;11;92
ACHTERSTR.;52;92
GOLTSTEINSTR.;88;92
CONSTANTINSTR.;102;92
NEUSSER STR.;252;92
DANZIGER STR. WE;;92
OSKAR-JÄGER-STR.;173;92
POSTSTR.;47;92
EHRENSTR.;31;92
KREFELDER WALL;2;92
NEUSSER STR.;271;92
FRANKFURTER STR.;70;92
LEGIENSTR.;9;92
ACKERSTR.;;92
SCHAAFENSTR.;27;92
KLEINGEDANKSTR.;18;92
ADAMSSTR.;;92
HONNEFER PLATZ;1;92
AM ALTEN POSTHOF;;91
CORNELIUSSTR.;;91
BISCHOFSGARTENSTR.;1;91
AACHENER STR.;497-501;91
KAMEKESTR.;;91
AN DER PULVERMÜHLE;3;91
KEMPENER STR.;36;91
BAYARDSGASSE;;91
ATHENER RING;;91
FRIEDRICH-KARL-STR.;36;91
GILGAUSTR.;;91
HERBRANDSTR.;3;91
LUXEMBURGER STR.;116;91
BARBARASTR.;;91
BURGMAUER;10;91
BERGISCH GLADBACHER STR.;597;91
GEESTEMÜNDER STR.;;91
AM KLOSTERGARTEN;12-16;91
NEUHÖFFERSTR.;;91
ST.-APERN-STR.;;91
SPIESERGASSE;20;91
SPICHERNSTR.;2;90
VENLOER STR.;324;90
WOENSAMSTR.;;90
THIEBOLDSGASSE;105;90
KAPITELSTR.;20;90
KAISER-WILHELM-RING;27-29;90
KLETTENBERGGÜRTEL;;90
HERZOGSTR.;16-20;90
EISENMARKT;;90
AM BRAUNSACKER;;90
RHODIUSSTR.;;90
DONATUSSTR.;;90
HAHNENSTR.;51-53;90
HOHENSTAUFENRING;58;90
MOLDAUSTR.;;89
MAARWEG;13;89
HILDEBOLDPLATZ;19;89
AM BOTANISCHEN GARTEN;1;89
GRENGELER MAUSPFAD;183;89
KARDINAL-FRINGS-STR.;5;89
AACHENER STR.;29;89
KIRCHSTR. RO;12;89
BARDENHEUERSTR.;;89
MITTELSTR.;48;89
PALANTERSTR.;;89
NEUSSER STR.;275-277;89
LUNGENGASSE;;89
BREUERSTR.;41;89
GUDRUNSTR. RO;;89
TAKUSTR.;3;89
SÜLZGÜRTEL;28;89
SUBBELRATHER STR.;255;89
THERESIENSTR.;;88
WILHELMSTR. RO;;88
XANTENER STR.;;88
KASPARSTR.;1;88
LUDWIG-GIES-STR.;;88
KRUMMER BÜCHEL;;88
BORSIGSTR.;;88
EHRENSTR.;67;88
KUPFERGASSE;4;88
ANTWERPENER STR.;14;88
OSTLANDSTR.;45;88
NEUSSER STR.;315;88
MARSPFORTENGASSE;9;88
AUGUSTASTR. RO;;88
GOTTFRIED-HAGEN-STR.;40;88
KARLSTR. PO;16-18;88
IM LAACH;1;87
AUGUST-HAAS-STR.;;87
ECKEWARTSTR.;;87
DUISBURGER STR.;;87
REMSCHEIDER STR.;70;87
ANDREAS-HERMES-STR.;;87
KEPLERSTR.;1;87
NEUSSER STR.;102;87
BERGISCH GLADBACHER STR.;609;87
ANNOSTR.;78;87
DEUTZER FREIHEIT;102;87
EICHSTR.;52;87
VOLTASTR.;;87
SCHÖNHAUSER STR.;3;87
SONDERBURGER STR.;63;87
VOGELSANGER STR.;203;87
UNTER KÄSTER;;87
TAKUPLATZ;;86
MÜNCHENER STR.;12;86
BERTHA-SANDER-STR.;8;86
HANSARING;53-59;86
PARKGÜRTEL;24;86
KREUZBLUMENWEG;11;86
FRIESENWALL;1;86
BRABANTER STR.;19;86
BALTHASARSTR.;27;86
NEUSSER STR.;312;86
BRABANTER STR.;11;86
CAUMANNSSTR.;;86
LUKASSTR.;;86
ALEXIANERSTR.;;86
INDUSTRIESTR.;;86
KASPARSTR.;5;85
BERTHA-SANDER-STR.;5;85
FRANKFURTER STR.;26;85
DANZIGER STR. WE;31;85
HEINRICH-LERSCH-STR.;;85
ALARICHSTR.;40-42;85
HANSARING;79-81;85
KAPITELSTR.;16;85
BISMARCKSTR.;24;85
HÖNINGER PLATZ;;85
MOLTKESTR.;127;85
VENLOER STR.;233;85
VON-QUADT-STR.;;85
TEMPELSTR.;65;84
ILTISSTR.;44;84
DÜSSELDORFER STR.;99;84
KALKER HAUPTSTR.;179;84
JAN-WELLEM-STR.;1;84
DERFFLINGERSTR.;4;84
HAHNENSTR.;37;84
LUPUSSTR.;;84
NEUSSER STR.;219;84
KEMPENER STR.;24;84
NIKOLAUSSTR.;;84
NIEHLER GÜRTEL;104;84
LINDENSTR.;;84
FRIEDRICH-KARL-STR.;123;84
GUTENBERGSTR.;19;83
NEUSSER STR.;188;83
KUPFERGASSE;;83
EISENSTR.;41;83
HEIDESTR. PO;;83
HOHENSTAUFENRING;42;83
OFFENBACHPLATZ;3;83
DANZIGER STR. WE;34;83
LANDMANNSTR.;12;83
RICHARD-WAGNER-STR.;49;83
BLÜCHERSTR.;;83
HOHENZOLLERNRING;89-93;83
AN DEN DOMINIKANERN;2;83
KARLSTR. PO;24-26;83
HOHENSTAUFENRING;10;83
MITTELSTR.;20-24;83
HANSARING;55;83
GYRHOFSTR.;8B;83
BONNER STR.;20;83
NIEHLER STR.;306;83
MITTELSTR.;38;83
MARIENSTR.;12;83
RENNBAHNSTR.;;83
LUXEMBURGER STR.;240;83
ULITZKASTR.;;83
ZELTINGER STR.;1;83
YORCKSTR.;;83
TILSITER WEG;5;83
VENLOER STR.;202;82
ZÜLPICHER STR.;268;82
STOCKHOLMER ALLEE;19;82
SCHIEFERSBURGER WEG;;82
STÜTTGERHOFWEG;;82
SIEVERSSTR.;9;82
TRIERER STR.;;82
TILSITER WEG;7;82
GOLTSTEINSTR.;122;82
NEUSSER STR.;10;82
AUGUSTSTR.;42;82
HABSBURGERRING;5;82
APOSTELNSTR.;;82
EICHSTR.;43;82
LÖWENGASSE;1;82
HÖNINGER WEG;;82
BRÜCKENSTR.;;82
KEMPENER STR.;12;82
NEUSSER STR.;63;82
KASINOSTR.;7;82
KARLSTR. PO;12-14;82
KLETTENBERGGÜRTEL;59;82
BLAUBACH;3;81
HOHE PFORTE;4;81
KERPENER STR.;103A;81
KÖSENER WEG;;81
HOHENZOLLERNRING;58;81
CHRISTIAN-GAU-STR.;;81
KURFÜRSTENSTR.;15;81
NEUSSER STR.;179;81
FALCKENSTEINSTR.;;81
HACKLÄNDERSTR.;20;81
FRANKFURTER STR.;12;81
EHRENSTR.;33;81
RUBENSSTR.;;81
ALLERSTR.;;81
GERHARD-WINKLER-HOF;;81
FLANDRISCHE STR.;4;81
AACHENER STR.;445-449;81
HALMSTR.;;81
SILVANSTR.;;81
SIEGESSTR.;;81
ZÜLPICHER STR.;270;81
THÜRMCHENSWALL;6;80
WERDERSTR.;1;80
SCHILLINGSROTTER STR.;38;80
NEUSSER STR.;40;80
NEUSSER WALL;13;80
RADERBERGER STR.;182;80
RICHARD-WAGNER-STR.;27;80
ROLSHOVER STR.;5;80
HÖNINGER WEG;241;80
HOHENZOLLERNRING;19;80
GRASNELKENWEG;12;80
NEUSSER STR.;269;80
KALKER HAUPTSTR.;124;80
BENESISSTR.;18;80
LÜBECKER STR. WE;2;80
KYLLBURGER STR.;;79
BUSCHFELDSTR.;;79
NIEHLER STR.;7;79
ALTE MAUER AM BACH;;79
BURGMAUER;;79
JÜLICHER STR.;6;79
GYRHOFSTR.;;79
NEUSSER STR.;226;79
MARZELLENSTR.;;79
BERTHA-SANDER-STR.;6;79
PFÄLZER STR.;;79
HERMANN-KOLB-STR.;10;79
ANNOSTR.;;79
CHRYSANTHEMENWEG;;79
KAROLINGERRING;2;79
DEUTZ-KALKER STR.;7;79
KUNIBERTSKLOSTER;20;79
MAURITIUSKIRCHPLATZ;3-11;79
FRIEDENSSTR. PO;110;79
GLASHÜTTENSTR.;3;79
RITTERSTR.;;79
STOLBERGER STR.;;79
THEODOR-HEUSS-RING;46-48;79
VENLOER STR.;426;78
WEISSENBURGSTR.;;78
ZÜLPICHER STR.;317;78
TÜRNICHER STR.;;78
SIEGBURGER STR.;357;78
UNTER GOLDSCHMIED;;78
MOLTKESTR.;32;78
PANTALEONSWALL;31;78
GALILEISTR.;13;78
GOTHAER PLATZ;;78
AM WEIDENBACH;4;78
CÄCILIENSTR.;44;78
PETER-MICHELS-STR.;;78
EULENBERGSTR.;;78
NEUSSER STR.;52;78
HOHE PFORTE;;78
DOMSTR.;55-73;78
HEUMARKT;;78
EIGELSTEIN;;78
EITORFER STR.;16;78
PERLENPFUHL;4;78
RIEHLER GÜRTEL;2;77
AM RÖMERTURM;;77
POSTSTR.;51;77
OSTLANDSTR.;30;77
GUSTAV-RADBRUCH-STR.;6;77
MERHEIMER STR.;229;77
BERNHARD-LETTERHAUS-STR.;8;77
KUTHSTR.;;77
BUTZWEILERSTR.;;77
ATHENER RING;4;77
OBERLÄNDER WALL;;77
JOHANNISSTR.;57;77
HANS-WILD-STR.;;77
PERLENPFUHL;7-9;77
NEUSSER STR.;112;77
EVERHARDSTR.;61;77
ZÜLPICHER STR.;321;77
ZÜLPICHER STR.;1;77
SUBBELRATHER STR.;270;77
ZÜLPICHER STR.;312;77
THEODOR-BABILON-STR.;1-3;77
ZUGWEG;1;77
VENLOER STR.;338;76
SEVERINSWALL;2;76
FRANKFURTER STR.;74;76
ARMINIUSSTR.;24;76
SCHAEVENSTR.;;76
FRIEDRICH-NAUMANN-STR.;;76
CHRISTIAN-SCHULT-STR.;11;76
HELENENSTR.;;76
NEUSSER STR.;4;76
AN DER EICHE;;76
AM MALZBÜCHEL;3;76
NEUSSER STR.;300;76
HEINRICHSTR.;;76
AN DER PULVERMÜHLE;7;76
FRANKFURTER STR.;28;76
KOLUMBASTR.;5;76
KALKER HAUPTSTR.;127;76
AUGUSTASTR. RO;2;76
FLORENTINE-EICHLER-STR.;32;76
JOSEPH-STELZMANN-STR.;72;76
MOLTKESTR.;25;76
GROSSE BRINKGASSE;21-25;76
LÜDERICHSTR.;42;76
ALBERTUSSTR.;16;76
RICHARTZSTR.;6-8;75
HOHENZOLLERNRING;47;75
DEUTZER FREIHEIT;98;75
HOHENZOLLERNRING;51;75
LENAUPLATZ;12;75
REISSTR.;1;75
NEVEN-DU MONT-STR.;1A-3E;75
SACHSENRING;2-4;75
LOHMARER STR.;;75
ERZBERGERPLATZ;;75
KALKER HAUPTSTR.;126;75
LUDWIG-QUIDDE-PLATZ;18;75
ERNST-MÜHLENDYCK-STR.;;75
LANGELER WEG;;75
ESCHER STR. PE;;75
LEIBLPLATZ;2;75
REMIGIUSSTR.;33;75
AM BOTANISCHEN GARTEN;;75
AACHENER STR. P+R WEIDEN;;75
NEUSSER STR.;304;75
KAISER-WILHELM-RING;31;75
APOSTELNSTR.;10;75
NEUSSER STR.;198;75
NEUSSER STR.;85;75
HESSHOFSTR.;;75
SUBBELRATHER STR.;253;75
VOR DEN SIEBENBURGEN;;75
ST.-APERN-STR.;40;75
VENLOER STR.;399;75
SIEGBURGER STR.;380/382;75
SUDERMANSTR.;8;74
ZEHNTSTR.;6;74
SIEGESSTR.;42;74
VOGESENSTR.;22-26;74
GELLERTSTR.;;74
ALBERTUSSTR.;18;74
NEUSSER STR.;54;74
HANSARING;49-51;74
GRASEGGERSTR.;;74
IM KLAPPERHOF;25-27;74
EHRENSTR.;41;74
BERNHARD-LETTERHAUS-STR.;;74
DERFFLINGERSTR.;2;74
LUNGENGASSE;34-46;74
NEUSSER STR.;25;74
PETERSTR.;11;74
OLPENER STR.;120;74
LEIPZIGER PLATZ;;74
HOHENZOLLERNRING;56;74
NEUSSER STR.;212;74
BISMARCKSTR.;53;74
EITORFER STR.;26;74
KEMPENER STR.;40;74
RITTERSTR.;28;74
ARNIKAWEG;30;73
PELLENZSTR.;13;73
BURGUNDERSTR.;;73
AACHENER STR.;67-69;73
NIEHLER KIRCHWEG;75;73
DANZIGER STR. WE;12;73
KAPITELSTR.;18;73
NEUE MAASTRICHTER STR.;21;73
BETZDORFER STR.;1;73
ALTE WALLGASSE;;73
DASSELSTR.;71-73;73
NEUSSER STR.;305;73
CLEMENSSTR.;29;73
HOHENZOLLERNRING;17;73
DÜRENER STR.;;73
NEUSSER STR.;306;73
ARNSBERGER STR.;;73
AGRIPPASTR.;6;73
FRIESENWALL;5-7;73
BISMARCKSTR.;17;73
WILHELMSTR.;53;73
VORSTERSTR.;25;73
STOLPESTR.;;73
VENLOER STR.;534;73
SCHULSTR.;;73
TRIERER STR.;37;73
SIEGFRIEDSTR.;2;72
USINGERSTR.;;72
WILHELM-HOSSDORF-STR.;9;72
WILHELMSTR. RO;49;72
EHRENSTR.;23;72
HOMBERGSTR.;6;72
MERHEIMER STR.;43;72
ACHTERSTR.;50-52;72
RHEINGASSE;2-6;72
BERNHARDSTR.;;72
SALIERRING;;72
REESER STR.;;72
BERTHA-SANDER-STR.;14;72
MITTELSTR.;23;72
DANZIGER STR. WE;19;72
KALKER HAUPTSTR.;136;72
BISMARCKSTR.;1-3;72
KEPLERSTR.;;72
GOLTSTEINSTR.;90;72
GÖPPINGER STR.;19;72
NEUSSER STR.;35;72
NEUSSER STR.;462-468;72
KALKER HAUPTSTR.;154-156;71
NEUSSER STR.;196;71
AUF DEM BERLICH;18;71
KIELER STR.;38;71
DEUTZER FREIHEIT;100;71
EIGELSTEIN;80-88;71
NEUSSER STR.;73-79;71
PETERSTR.;17-21;71
AUF DEM STAHLSEIL;;71
CÄSARSTR.;7;71
EINTRACHTSTR.;51;71
NEUSSER STR.;303;71
NEUSSER STR.;12;71
AM VORGEBIRGSTOR;17;71
NEUSSER STR.;33;71
AM WEIDENBACH;6;71
BERGISCH GLADBACHER STR.;629;71
PETER-STÜHLEN-STR.;;71
ALTONAER STR.;;71
RATHENAUPLATZ;6;71
NEUMARKT;39;71
ANTONSGASSE;;71
AM HOF;38-46;71
HASELNUSSWEG;28;71
SÜLZBURGSTR.;29;71
VENLOER STR.;538;71
USAMBARASTR.;;71
VOGELSANGER STR.;66;71
SUDERMANSTR.;;71
VENLOER STR.;327;71
VENLOER STR.;218;70
SEVERINSKLOSTER;;70
NIEHLER STR.;312;70
KREBSGASSE;;70
KUNIBERTSGASSE;10;70
HANS-WILD-STR.;44-56;70
BISMARCKSTR.;66;70
AM RINKENPFUHL;;70
NEUSSER STR.;15;70
KOBLENZER STR.;;70
LEIBLPLATZ;;70
KEMPENER STR.;143;70
ENGELSSTR.;;70
APOSTELNKLOSTER;17/19;70
POSTSTR.;25;70
DÜNNWALDER STR.;17;70
ÄUSSERE KANALSTR.;;70
AUF DER RUHR;9/11;70
KASINOSTR.;;70
NEUSSER STR.;321;70
FRANKFURTER STR. PO;;70
NIEHLER KIRCHWEG;118;70
AQUINOSTR.;14;70
GYRHOFSTR.;8;70
APOSTELNSTR.;12;70
RATHENAUPLATZ;3;70
NIEHLER STR.;314;70
PIPINSTR.;12;70
PALMSTR.;36;70
REMIGIUSSTR.;;69
HEIDESTR. PO;5;69
HEINRICH-BILLSTEIN-STR.;1;69
SAALFELDER STR.;8;69
BIELEFELDER STR. PO;;69
SCHAEVENSTR.;1B;69
IDASTR.;;69
BODENDORFER STR.;;69
GYRHOFSTR.;27;69
CRANACHSTR.;9;69
MOLLWITZSTR.;1;69
DANZIGER STR. WE;20;69
HACKETÄUERSTR.;31-33;69
HANS-WILLY-MERTENS-STR.;6;69
EUSKIRCHENER STR.;;69
ERFURTER STR.;32;69
NEUSSER STR.;309;69
BÜLOWSTR.;;69
KRÜCKELSTR.;;69
RHEINGASSE;14;69
NEUKÖLLNER STR.;6;69
MARGARETASTR.;24;69
LUDWIG-GIES-STR.;2;69
SIEGBURGER STR.;360;69
TIBERSTR.;;69
VIERSENER STR.;;69
SEDANSTR.;10-16;69
STAMMHEIMER STR.;;69
SCHNURGASSE;;69
VENLOER STR.;322;69
SIEVERSSTR.;36;69
VENLOER STR.;388-390;68
STÜRMERSTR.;1;68
UBIERRING;31;68
WOLFGANG-ANHEISSER-STR.;;68
ULMER STR.;35;68
SCHNEIDER-CLAUSS-STR.;;68
WOLFSSTR.;;68
VENLOER STR.;228;68
VINCENZSTR.;;68
STEINMETZSTR.;;68
THIEBOLDSGASSE;139;68
AUERSTR.;;68
NELKENSTR.;;68
NIEHLER STR.;94;68
GRASEGGERSTR.;110;68
MORSDORFER STR.;17;68
GRAEFFSTR.;14;68
CHLODWIGPLATZ;;68
MITTELSTR.;11;68
HOHENZOLLERNRING;42;68
HÄNDELSTR.;15;68
JÜNKERATHER STR.;;68
KUPFERGASSE;12;68
EIFELSTR.;;68
NEUSSER STR.;235;68
GÜRZENICHSTR.;30;68
MARIENPLATZ;;68
KASPARSTR.;9-11;68
HÖNINGER WEG;172;68
GUSTAV-RADBRUCH-STR.;;68
KASSELER STR.;;68
KALKER HAUPTSTR.;197-199;68
GUTENBERGSTR.;6;68
GRAEFFSTR.;10;68
JOHANNISSTR.;47;68
HOHENZOLLERNRING;53;68
HÄNDELSTR.;19;68
RHÖNDORFER STR.;;68
FRIESENWALL;3;67
MAYBACHSTR.;32;67
APOSTELNSTR.;14-18;67
HÖNINGER WEG;175;67
HOHE PFORTE;4-6;67
KEMPENER STR.;15;67
BERNHARD-LETTERHAUS-STR.;6;67
FRANZ-RAVEAUX-STR.;;67
APOSTELNSTR.;7;67
DEUTZ-KALKER STR.;48;67
HOHENZOLLERNRING;28;67
KLEINE WITSCHGASSE;23;67
GUDRUNSTR. RO;15;67
OBERLÄNDER WALL;16-22;67
GOTTESWEG;31;67
HÜTTENSTR.;4;67
KAISERSTR.;1A;67
JOSEFSTR.;64;67
NEUSSER STR.;391-393;67
HOHENZOLLERNRING;55;67
PANTALEONSWALL;28;67
MARBERGWEG;;67
JOSEPH-STELZMANN-STR.;9;67
FELDGÄRTENSTR.;;67
NEUSSER STR.;233;67
KLEINE BUDENGASSE;;67
HOHENSTAUFENRING;;67
DARMSTÄDTER STR.;2A;67
HOHENZOLLERNRING;30;67
PIUSSTR.;137;67
KEMPENER STR.;27;67
ZELTINGER STR.;;67
VENLOER STR.;343;67
SPICHERNSTR.;6;67
WERTHMANNSTR.;24;67
ZÜLPICHER STR.;313;67
SIEBACHSTR.;119;67
TEUTOBURGER STR.;33;66
VENLOER STR.;329;66
SIEGBURGER STR.;65-73;66
WEIDENGASSE;3-9;66
VENLOER STR.;300;66
ZÜLPICHER STR.;251;66
THEOPHANOPLATZ;;66
SEVERINSTR.;83-85;66
JOHANNISSTR.;58;66
CLEVISCHER RING;109;66
CLEVISCHER RING;49;66
POTSDAMER STR.;;66
KENDENICHER STR.;87;66
EMDENER STR.;;66
GROLMANSTR.;;66
ILMENAUER WEG;;66
JOHANNITERSTR.;;66
LUXEMBURGER STR.;181-183;66
ALPENERSTR.;;66
GOLTSTEINSTR.;86;66
LUXEMBURGER STR.;19;66
HÄUSCHENSWEG;;66
GELSENKIRCHENER STR.;24;66
NEUSSER STR.;220-222;66
HÖNINGER WEG;181;66
AM WEIDENBACH;;66
MERHEIMER STR.;227;66
CHRISTIAN-SCHULT-STR.;66;66
MÜHLENBACH;20-24;66
MAYBACHSTR.;48B;66
HERBERT-LIEBERTZ-WEG;;66
HOMBURGER STR.;8A;66
MEISTER-EKKEHART-STR.;5;66
HEDWIG-WACHENHEIM-KARREE;1;65
KALKER HAUPTSTR.;129-133;65
HERZOGSTR.;38-40;65
BARBAROSSAPLATZ;4;65
EITORFER STR.;23;65
BAYENSTR.;13;65
CONSTANTINSTR.;98;65
AM SALZMAGAZIN;60/62;65
RÖMERGASSE;1;65
ROLSHOVER STR.;533;65
APOSTELNSTR.;19;65
MAURITIUSWALL;27;65
NEUSSER STR.;214;65
MÜNSTEREIFELER PLATZ;;65
LOKOMOTIVSTR.;64;65
MOLLWITZSTR.;;65
IM LAACH;;65
BISMARCKSTR.;48;65
HAVELSTR.;;65
LUSTHEIDER STR.;;65
FRIEDRICH-EBERT-UFER;58-60;65
GRAEFFSTR.;35;65
GROSSE NEUGASSE;;65
MORBACHER STR.;69;65
KEMPENER STR.;34;65
NEUSSER STR.;44;65
GRASEGGERSTR.;65;65
VENLOER STR.;246;65
SIEGMUNDSTR.;;65
WERTHMANNSTR.;6;65
SEIDMACHERINNENGÄSSCHEN;1;65
TITUSSTR.;2;65
VENLOER STR.;241;65
VON-GABLENZ-STR.;;65
SPORTSTR.;;65
SEDANSTR.;;65
STAMMHEIMER STR.;160;65
WALLSTR.;99;64
ZUGWEG;48;64
WEYERSTR.;96;64
VENLOER STR.;239A;64
VENLOER STR.;413;64
ZÜLPICHER STR.;311;64
TAUNUSPLATZ;;64
SÖMMERINGSTR.;8-10;64
VENLOER STR.;668;64
SÜLZBURGSTR.;174;64
VORGEBIRGSGLACISWEG;;64
SIEBACHSTR.;;64
GRIMMSTR.;15;64
SCHAAFENSTR.;67;64
BRÜSSELER STR.;75;64
BENESISSTR.;20;64
KARTÄUSERGASSE;5;64
NEUSSER STR.;39;64
CONSTANTINSTR.;80;64
GROSSE BRINKGASSE;2-4;64
NIEHLER STR.;74;64
BERLINER STR.;29;64
PASTOR-PAUL-MILDE-STR.;;64
KEMPENER STR.;139;64
FRANKENTHALER STR.;;64
MARKT;;64
IM FERKULUM;34;64
AQUINOSTR.;16;64
FRANKFURTER STR.;52;64
NEUSSER WALL;27;64
KLEINE BUDENGASSE;7-9;64
CLEMENSSTR.;1;64
APPELLHOFPLATZ;3/5;64
FÜRST-PÜCKLER-STR.;;64
PETERSTR.;13;64
HARDEFUSTSTR.;2;64
NEUSSER STR.;42;64
APPELLHOFPLATZ;21;64
RICHARD-WAGNER-STR.;24;64
HILDEBOLDPLATZ;15-17;64
MÜLHAUSER STR.;;64
MONTANUSSTR.;;64
OSTLANDSTR.;51;64
LOKOMOTIVSTR.;6;64
GERTRUDENSTR.;24-28;64
BACHEMER STR.;189;64
INNERE KANALSTR.;214;64
MOLLWITZSTR.;3;63
EINHEITSTR.;1A;63
KALKER HAUPTSTR.;163;63
GABELSBERGERSTR.;41;63
CLEVISCHER RING;;63
MITTELSTR.;16-18;63
CONSTANTINSTR.;94;63
GREESBERGSTR.;;63
GUSTAVSTR.;45;63
KRONENGASSE;25;63
GYRHOFSTR.;10;63
MÜNCHENER STR.;8A;63
ASBERGPLATZ;;63
GEESTEMÜNDER STR.;36-38;63
LUXEMBURGER WALL;12;63
KONRAD-ADENAUER-UFER;31;63
BRESLAUER PLATZ;6;63
ALLERHEILIGENSTR.;;63
RADERBERGGÜRTEL;11;63
NIBELUNGENWEG;;63
SUDERMANPLATZ;6;63
SCHÖNHAUSER STR.;;63
ZEUGHAUSSTR.;9;63
STENZELBERGSTR.;;62
ZÜLPICHER STR.;315;62
SPICHERNSTR.;4;62
UNTER GOLDSCHMIED;9-17;62
HERWARTHSTR.;7;62
BARCELONA-ALLEE;12;62
FELTENSTR.;83;62
BACHEMER STR.;123;62
KERPENER STR.;;62
BISMARCKSTR.;68;62
